qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
1506,S02E19,2270,2600,why did Tom kiss tyke,1,Tom's hand was throbbing as Tom had hit his hand using a hammer.,Tom was afraid of Spike and wanted to appease Spike.,Tom wanted to disguise Tyke as a chicken by covering Tyke with feathers.,Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.
1507,S02E19,2600,3025,Why did Spike pull Tom's whiskers?,4,jerry wanted to avoid Tom falling from the clock and getting bitten by spike,Jerry wanted to inflict pain on Tom and agitate Tom to continue the fight.,Tom mistook Spike as Jerry and wanted to pull the model dog head off Jerry.,Jerry wanted to tie Tom's whiskers to mock and annoy Tom before running away.,because spike wanted to warn Tom to stay away from tyke
1508,S02E19,2600,3135,Why did Tom crash into objects?,0,Tom was afraid of Spike after receiving Spike's warning and wanted to get away from Spike.,Tom was chasing Jerry and could not stop himself from sliding off the stairs into the window beside Jerry.,Tom was unable to stop himself from running into the wall while pushing the swing too hard.,Tom wanted to get away so that Uncle Pecos would not pluck out another of Tom's whisker.,"Tom was running towards Jerry and Jerry dodged, causing Tom to slide and crash into the wall."
1509,S02E19,3135,3295,why did Tom peek out of the trash bin,4,Tom did not want to listen to Jerry and wanted to get rid of Jerry.,Tom was frightened that a bunch of mice were arguing about who should have Tom as a female mouse.,Tom wanted to search and catch Jerry who had escaped.,george found that Tom framed spike for eating the chicken from the photo,Tom was afraid of Spike and wanted to hide from Spike.
1510,S02E19,3252,3595,why did jerry dust his hands?,1,Jerry wanted to lead Nibbles away from Tom.,Jerry felt safe that Tom was gone.,Jerry was surrendering as Tom was pointing a gun straight at Jerry.,Jerry held the dust pan down because Jerry knew that Tom would try to lift it up and Jerry could let it go and make Tom hurt himself,Jerry wanted to touch Tom who was extremely hot and scalded himself.
1511,S02E19,3252,3725,Why did Jerry jump up?,1,Jerry saw Lightning coming towards him at a fast speed.,Jerry thought that Tom had left and did not expect Tom to chase Jerry.,A pistol ball was shot from Tom's gun which bounced off several objects to hit Jerry.,Jerry was afraid that Tom would eat Cuckoo.,Jerry jumped into the water to save Quacker who could not swim and was drowning.
1512,S02E19,3595,3725,why did jerry run into spike's mouth,1,jerry wanted to come out of spike's mouth and return to the house to watch the movie.,Jerry wanted to escape Tom's chasing as Jerry did not want to be caught and hurt by Tom.,Jerry cared for Tom and did not want Spike's snores to wake Tom up.,spike's attention got diverted to jerry instead of Tom and Spike wanted to catch Jerry.,jerry wanted to come out of spike's mouth and return to the house to watch video
1513,S02E19,3595,4020,why did Tom open spike's mouth,1,because Tom did not expect that Joan brought Jerry home as a pet,Tom wanted to catch and inflict pain on Jerry.,Tom wanted to distract Spike in order to take the opportunity to run away.,"Tom was chasing Jerry and was unable to stop in time, running into Spike's mouth just as Spike opened the door.",Spike wanted the meat all for himself.
1514,S02E19,3870,4135,why did spike bite Tom,4,Spike was annoyed that Tom was not taking Spike seriously after Spike's warning.,Spike wanted to teach Tom a lesson for trapping Tyke.,Spike was angry that Tom had stolen the bone.,"Spike was hit by a golf club and Spike saw Tom holding the golf club, so Spike hit Tom to take revenge.",Jerry tried to get Tom into trouble with Spike.
1515,S02E19,3870,4230,Why did Tom look shocked?,2,Tom did not expect to see Jerry in the room after trapping Jerry and blocking the door.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.,Tom did not expect to pull Spike's dentures out and Tom knew that Spike would get angry.,Tom did not expect to catch a crab instead of Jerry.,Tom did not expect that nibbles could escape from Tom's hands
1516,S02E19,4730,5010,why did Tom grab tyke's tail,0,"Jerry saw Tom reaching for Jerry and replaced Jerry with Tyke's tail for Tom to grab, so that Jerry would be safe.",Tom's body was all frozen except his tail which Tom used to push himself into the house.,"Tom approached the safe door and activated the slicer, which went down and sliced his tail.",Spike handed Tyke to Tom for Tom to clean the mud off Tyke and Tom complied as Tom was afraid of angering Spike.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.
1517,S02E19,4730,5095,Why did Tom look shocked?,1,Tom did not expect that nibbles could escape from Tom's hands,Tom saw that Tom was holding onto Tyke and knew that Spike would be angry.,Tom was afriad that the grandfather clock would crash to the floor and wake Spike up.,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.,Tom realised that the telegram contained a will addressing one million dollars to him.
1518,S02E19,4980,5370,why did Tom lie down beside spike,1,Tom was afraid of being caught by Spike for making noise and wanted to hide from Spike.,Tom did not want Spike to get angry when Spike realises that Tom had taken Tyke accidentally.,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back.",Tom could not stop himself in time while running and knocked into spike,"Spike was hit by a golf club and Spike saw Tom holding the golf club, so Spike hit Tom to take revenge."
1519,S02E19,5245,5620,Why did Jerry slam the kennel on Tom's tail?,0,Jerry wanted to get Tom into trouble with Spike by making Tom scream and waking Spike up.,Tom wanted to catch Jerry as Jerry was stealing food.,Tom wanted trap Jerry while Tom drank the chemicals to gain strength.,Jerry wanted to hit Tom to agitate Tom to continue the fight.,Jerry wanted Tom to hurt himself and stop hitting the mousehole.
1520,S02E19,5470,5750,Why was Spike carrying Tom?,0,Spike thought that Tom was Tyke and tried to comfort Tom by carrying and patting Tom.,Spike wanted to berate Tom for pushing Tyke into the muddy puddle and making Tyke dirty.,Spike was annoyed at Tom and wanted to take revenge for Tom hitting Spike.,Spike was angry that Tom had stolen the bone.,Spike wanted to protect Jerry and inflict pain on Tom.
1521,S02E19,5590,5860,why was spike confused,1,because spike wanted to fall asleep and spike wanted to check that Tom was not around to make noise.,Spike thought that he was carrying Tyke and was puzzled when Spike saw Tyke.,Spike did not understand why the bone kept moving towards Tom.,Spike was looking out for Tom to protect his house from being destroyed by Tom again.,Tom disguise Tyke as a chicken and pointed to another direction to fool Spike.
1522,S02E19,5590,6225,why did Tom start to imitate tyke,2,Tom was trying to find Jerry in Tyke's kennel in order to catch Jerry.,Tom realised that Tom and Jerry had played tic-tac-toe on Tyke's back and Tom returned to clean the pencil marks.,Tom did not want to anger Spike when Spike realises that Tom was not Tyke.,Tom wanted to disguise Tyke as a chicken by covering Tyke with feathers.,"Jerry saw Tom reaching for Jerry and replaced Jerry with Tyke's tail for Tom to grab, so that Jerry would be safe."
1523,S02E19,5860,6370,Why did Spike growl at Tom?,3,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back.",Spike was annoyed that Tom was not taking Spike seriously after Spike's warning.,Spike thought that Tom was the one who had whacked him with the plank.,Spike recognised Tom after Tom accidentally purred.,Tom could not stop himself in time while running and knocked into spike
1524,S02E19,6225,6535,Why did Tom bite Spike?,0,Tom wanted to distract Spike in order to take the opportunity to run away.,Spike wanted to threaten Tom to ensure that Spike's dog house does not get destroyed again.,"Spike was hit by a golf club and Spike saw Tom holding the golf club, so Spike hit Tom to take revenge.",Spike wanted to protect Jerry and inflict pain on Tom.,Spike heard Jerry's whistle and came to save Jerry from Tom and give Tom a warning.
1525,S02E19,6430,6700,why did Tom hit by rake,0,Tom put the rake on the ground to block Spike but accidentally stepped on it instead.,Spike was annoyed at Tom and wanted to take revenge for Tom hitting Spike.,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back.","because jerry was running around spike and dodged when Tom swung the axe, causing Spike to be hit.",Tom could not stop himself in time while running and knocked into spike
1538,S02E20,730,900,Why did Tom place a bunch of traps?,2,Jerry dropped the bulb to make a big sound that heard like a gunshot so that Tom thought that Tom was shot.,Tom knocked over a flower pot and was going to get punished by Mammy Two Shoes ,Tom was waiting Jerry to come out of the mouse hole and get caught by the traps,Tom wanted to trap jumbo thinking that jumbo is a big mouse,Tom wanted to shoot to the baby duck without being seen and noticed by Jerry.
1539,S02E20,2000,2150,Why did Tom knock on the wall?,1,Tom hid behind the wall to spy on Jerry and wait for Jerry to be caught by the mouse trap so that Tom could eat Jerry,Tom wanted to give Jerry a present and a cake.,Tom was knocking to ask Jerry to open the window so that Tom could get back into the house,Tom wanted to catch Jerry who got inside the mouse hole which Tom was too big to get into.,Tom did not want to be seen by the chicken while grabbing jerry
1540,S02E20,2000,2350,Why did Tom remove the grate?,2,Tom was afraid of St. Bernard that Jerry was lying on.,Tom was worried that Jerry and the pup would be drowning in the flood so that Tom rushed out to save Jerry and the pup.,Jerry did not answer the door and Tom wanted to see if Jerry was at home,The captain saw Jerry and locked Tom up for failing to catch Jerry.,Tom wanted to get rid of the bear and stop dancing 
1541,S02E20,2450,2750,Why did Tom look around?,0,Tom wanted to read Jerry's diary secretly without being seen by Jerry.,Tom did not expect Jerry to disappear from his hands.,Tom did not expect to see Jerry alive after stabbing Jerry and hearing Jerry's screams.,Tom was sleeping soundly when Jerry started kissing Tom a lot which made Tom really confused,Tom wanted to search and catch Jerry who had escaped.
1542,S02E20,2920,3100,Why did Tom hit Jerry with golf club?,4,Jerry wanted to inflict pain on Tom by making Tom fly and fall.,Tom hit Jerry first as Tom was afraid that Jerry would hurt Tom.,Tom hit Jerry to prevent Jerry from getting away in order to try to catch Jerry.,Tom had caught Jerry and wanted to make Jerry work for Tom as revenge.,Tom wanted to hit Jerry into the ground and use Jerry as the tee to play golf.
1543,S02E20,2920,3170,Why did Jerry gulp?,1,jerry wanted to gain back strength before Tom could hurt jerry,Jerry was scared of the impact from Tom's golf club.,jerry wanted to use the firecrackers to attack Tom by pointing the hose at Tom.,Jerry wanted to distract Tom to take the opportunity to get away.,Jerry wanted to disguise himself as a statue so that Tom would not recognise Jerry.
1544,S02E20,3330,3560,Why was Tom laughing?,1,Tom was confident that Tom would catch Jerry.,Tom was amused at how Tom washed Jerry in the ball cleaner.,Tom accidentally threw a bowling ball on himself so Jerry was laughing at Tom humiliating himself,Tom was delighted to watch Jerry get chased by the firecrackers that Tom fired.,Tom was delighted that Jerry let Tom peek at what was inside Jerry's hands.
1545,S02E20,3600,3920,Why was there a hole in Tom's teeth?,1,Tom was afraid of the pain from the ball explosion.,Tom hit the golf ball which bounced off a rock and flew straight back at Tom's teeth.,Tom realised that he was being tricked by Jerry and wanted to go through the hole to catch Jerry.,Jerry went back into the hole to hide so Tom stuck a hand into the hole in order to try to catch Jerry,Tom wanted to see what jerry was doing through the hole
1546,S02E20,4500,4800,Why was Jerry tiptoeing?,0,Jerry wanted to look at the book so Jerry tiptoed to the book to avoid catching Tom's attention to avoid being caught by Tom,Jerry was being quiet while leaving the mousehole as Jerry did not want to be caught by Tom.,Jerry did not want to wake Tom up.,Jerry saw Tom guarding the boarding ramp and blocking Jerry from the cheese.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.
1547,S02E20,4500,4800,Why did Jerry look at the book?,2,Jerry crawled under the book to escape Tom when Tom tried to catch him to avoid being eaten,Jerry was trying to convince Quacker that Tom was not Quacker's mother with the picture of the mother duck.,Tom was laughing a lot while reading the book which made Jerry curious about what was in the book,Jerry wanted to hide from Tom to avoid being hurt by Tom.,Jerry wanted to encourage Tuffy to leave the house and face Tom.
1548,S02E20,4760,5295,Why did Tom keep moving the book away?,0,Tom did not want to share the book with Jerry and wanted to keep the book all to himself.,Tom thought that he had caught Jerry in the curtain and used the book to repeatedly hit Jerry. ,Tom was pretending to walk away to get inside the house through another window and take the ink bottle from Jerry away.,because Tom wanted to grab the utensils from Jerry from behind him,Tom saw Jerry's shadow on the wall and wanted to use the book to hit and catch Jerry.
1549,S02E20,5300,5470,Why did Tom slam the book shut?,2,Tom stop reading the book after Tom felt sleepy.,Lightning slammed the book when Tom was inside which flattened Tom and caused Tom to  get stuck in the book.,Jerry was standing on the book so Tom slammed it so that Tom could catch Jerry in the book.,Tom was angry from what Tom read in the diary ,Tom did not want to share the book with Jerry and wanted to keep the book all to himself.
1550,S02E20,5470,5810,Why is Jerry peeking inside his hands?,1,Jerry felt safe that Tom was gone.,Jerry peeked inside his hands to pretend like there is something inside to make Tom curious to trick Tom.,Jerry reached his hand out to signal to Tom to give Jerry the fly swatter,Jerry was relieved as Jerry thought that he had gotten rid of Tom.,Jerry wanted to take the opportunity to hit Tom and run away. 
1551,S02E20,5700,5950,Why did Tom throw the flowers?,0,Tom was angry from what Tom read in the diary.,Tom wanted to stop Jerry from dumping more ashes onto the ground.,Tom was preventing the flower pot from breaking so that Mammy Two Shoes won't scold and punish Tom again,Tom felt hopeless that Jerry stole the cheese and admitted defeat by acting dead with a flower on Tom's chest.,Tom wanted to take revenge on Jerry for asking Spike hit Tom.
1552,S02E20,6180,6350,Why did Jerry jump into the sink?,4,Jerry jumped into the water to save Quacker who could not swim and was drowning.,Jerry knew that Tom would not be able to enter and catch Jerry in the small hole as Tom was too big.,Jerry wanted to inflict physical pain on Tom so that Tom would stop chasing Jerry.,jerry wanted to extinguish the fire and cool down his tail,Jerry wanted Tom to follow Jerry and jump into the sink as Jerry drained the water so that Tom would crash into the dishes.
1553,S02E20,6180,6350,Why did Jerry empty the sink water?,0,Jerry wanted to inflict physical pain on Tom so that Tom would stop chasing Jerry.,Tom wanted to get rid of Jerry to occupy the hammock by himself.,Jerry wanted Tom to follow Jerry and jump into the sink as Jerry drained the water so that Tom would crash into the dishes.,Jerry wanted to disguise himself as a statue so that Tom would not recognise Jerry.,Jerry gave Tom the water bottle to get Tom in trouble since Tom was trying to give his owner the gun
1554,S02E20,6360,6490,Why did Tom remove the plank from the window?,0,Jerry wanted Tom to be stuck at the window so that Tom would stop chasing Jerry.,Tom was peeking into the house to look at what Jerry was doing.,Tom wanted to find jerry after Tom had opened the mailbox but still did not see jerry coming in.,The window was closed when Tom tried to get through so that Tom was stuck in the window,Tom wanted to hit the tiny bulldog who was in the house so that Tom entered the house.
1555,S02E20,6360,6530,Why did Tom scream?,0,Tom was in physical pain as the window fell on his neck.,Jerry hurt Tom by biting Tom's finger so Tom shouted in pain,Tom was shouting in pain since the cover fell on Tom's foot,"Tom was angry after Jerry had caused Tom to fall into the fountain, and was determined to catch Jerry.",Tom woke up from a nightmare 
1556,S02E20,6440,6630,Why did Tom's face become red?,0,Tom was angry from what Tom read in the diary ,Tom was angry that Tom could not catch Jerry because of St. Bernard.,Tom's owner was angry that Tom was emptying the box and throwing all the food away,Tom's body was heated by the electric blanket that Jerry turned on for Tom.,"Tom was angry at Jerry for eating his meal, squirting lemon, throwing butter and smacking him."
1565,S02E21,900,1100,Why did Tom become flat?,3,"Tom was chasing Jerry through thin pipes, which caused Tom's body to be compressed.",Clint was taking revenge for Tom stabbing Clint by searing Tom's head with the grill basket.,Jerry hid in the glove and hit Tom.,Tom was hit by the door when Butch was coming out of the locker room.,Tom was annoyed that his fur came out while Tom was pulling his tail.
1566,S02E21,1200,1700,Why was Tom looking sternly at Jerry?,2,Tom wanted to pretend that Tom was hardworking to catch Jerry in front of Mammy Two Shoes.,Tom wanted to confront Jerry for pulling Tom's whiskers.,Tom wanted Jerry to serve him.,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Jerry used Tom's own gun to hurt Tom and Tom felt humiliated
1567,S02E21,1330,2125,Why was Jerry crossing his arms?,0,Tom had whacked Jerry with the tennis racket despite Jerry helping Tom.,Butch and Tom were going to catch Jerry and Jerry was surrounded so Jerry jumped to get out of the way and avoid getting caught,Jerry jumped to dodge Tom and avoid getting caught and eaten by Tom,Jerry was annoyed at Tom who was tossing food scraps at Jerry.,Jerry was annoyed that Quacker attempted suicide despite Jerry's attempts to help Quacker.
1568,S02E21,2140,2435,Why did Tom look stunned?,1,Tom did not expect the pole that he was on to suddenly fall so Tom was surprised,Tom did not expect such a powerful ball.,Tom did not think that Jerry could break the huge stone in half,Tom did not expect someone to drag him by the neck.,Tom did not expect that nibbles could escape from Tom's hands
1569,S02E21,2435,2640,Why did Tom hit 3 tennis balls?,1,Tom wanted to shoot the cue ball that Jerry was on to tease Jerry.,Tom wanted to get back at Butch who scored a point.,Tom was annoyed at Jerry's actions and wanted to catch Jerry to take revenge.,Tom wanted to inflict pain on Jerry by hitting Jerry with the balls.,Jerry threw and hurt Tom earlier so Tom wanted to get revenge by throwing a bowling ball at Jerry
1570,S02E21,2945,3130,Why did Tom look stunned?,0,Tom did not expect Butch's ball to be so powerful.,Tom did not expect the pole that he was on to suddenly fall so Tom was surprised,Tom did not expect that nibbles could escape from Tom's hands,because Tom was unable to catch jerry ,Tom did not expect someone to drag him by the neck.
1571,S02E21,3300,3600,Why did Butch grab Tom's racket?,4,Butch wanted to replace the ham in Tom's arms so that his disguise would not be exposed.,Butch was angry at Tom.,Butch wanted to inflict pain on Tom to get back at Tom.,Butch wanted to take revenge on Tom for poking butch,Butch wanted to return Tom's serve with a racket but Butch's racket was destroyed.
1572,S02E21,3930,4290,Why did Jerry wink at Tom?,1,Tom was angry that Jerry hurt him so Tom jumped on Jerry to get revenge and hurt Jerry,Jerry wanted to let Tom know about his mischievous plan.,Jerry was going to throw the glass off after Tom backed off ,Tom wanted to pretend that Tom was hardworking to catch Jerry in front of Mammy Two Shoes.,Tom was sneaking up on Jerry to catch Jerry off guard and stab Jerry
1573,S02E21,4090,4635,Why was Tom smiling mischievously?,1,Tom was happy to have thought of an idea to get back at Jerry.,Tom wanted to use the bomb to inflict pain on Butch.,Tom was excited to carry out his plan to steal Jerry.,Tom was happy that he made a trap to catch Jerry.,Tom thought that he had successfully grabbed Jerry inside the mouse hole.
1574,S02E21,4600,5300,Why did Jerry whistle at Butch?,1,Jerry thought of an idea to get the 3 cats to go after Tom.,Jerry had a plan to pass Butch a heavy light bulb to throw at Tom.,Jerry wanted to show Tom that Jerry was also living in the same house to spite Tom.,Jerry wanted Spike to come and save Jerry from Tom.,Jerry wanted Tom to serve and stop bullying Jerry.
1575,S02E21,4950,5480,Why was Jerry laughing?,1,Jerry was happy to see Tom.,Jerry was amused that his plan had worked.,Jerry thought that his hat was lost but in the end Jerry found it so Jerry was happy,Jerry was happy to be eating the delicious food.,jerry was amused that Tom was getting hurt on screen
1576,S02E21,5400,5640,Why was Tom aiming the balls at Jerry?,3,Tom was annoyed that Jerry had cut the golf ball to trick Tom and wanted to hit Jerry.,Tom caught Jerry outside the mousehole and threw Jerry back.,Tom threw Jerry in the air so that Jerry would land in Tom's mouth to be eaten,Tom wanted to get back at Jerry as Jerry caused Tom to be hit by a heavy light bulb.,Jerry was taunting Tom by bringing a first aid kit which made Tom angry at Jerry
1577,S02E21,5765,5940,Why did Jerry look scared?,0,Jerry was scared of the pain from being hit.,Jerry walked over Tom and got into Tom's mouth underneath the towel.,Jerry realised that his cover had been blown.,Jerry was pulled back by the rope around his neck and caught by Tom.,Tom was worried that jerry can hurt Tom easily now
1578,S02E21,6120,6250,Why was Jerry running away?,3,Jerry did not want to be crushed and hurt by the crusher so Jerry ran away,Jerry wanted to run away from Tom to avoid being hurt by Tom.,Jerry was afraid of being caught and eaten by the young tribesman.,Jerry was scared of the pain from being hit.,jerry got scared of Tom and jerry wanted to run away from Tom
1579,S02E21,6250,6405,Why did Butch look stunned?,0,Butch was stunned as he did not expect to swallow the racket that flew towards him.,Butch was angry that Tom had interrupted Butch's time with Toodles.,Butch was in pain.,Butch did not expect Tom to backstab him.,"Tom was trying to grab Butch's tail but was pulled back by the elastic string, causing Butch's tail become bare."
1580,S02E21,6410,6540,Why did Jerry jump up in shock?,0,Jerry did not want to be hit by Butch.,Tom put Jerry over a hot fire which inflicted pain on Jerry.,Jerry did not expect the board under him to disappear and knew that he was going to fall into the sea.,Jerry was afraid of the creature the big footprint belonged to.,jerry wanted to jump on the plank to make the plank hit Tom.
1581,S02E21,6715,6885,Why did Jerry jump onto Butch's head?,3,Jerry had a plan to pass Butch a heavy light bulb to throw at Tom.,Jerry tried to escape by running out of the second hole but Butch was already there waiting for Jerry so Jerry was surprised,Jerry was hitting Butch's fingers with a hammer to hurt Butch since Butch's fingers were stuck under the wall,Jerry wanted Tom to inflict pain on Butch so that Jerry could run away.,Butch wanted to get the ham back from Jerry.
1582,S02E21,6785,6960,Why did Butch grab Tom?,1,Butch wanted to take revenge on Tom for poking butch,Butch was angry at Tom.,Tom was angry that Butch kissed Toodles.,Butch wanted to return Tom's serve with a racket but Butch's racket was destroyed.,Butch wanted to get back at Tom for snapping Butch's mouth with a mousetrap.
1583,S02E21,7505,7710,Why did Jerry jump up in shock?,1,Jerry did not expect the board under him to disappear and knew that he was going to fall into the sea.,Jerry thought that he was about to lose a point.,Jerry saw a bunch of women and got excited which made Jerry jump up and down,Jerry realised that Tom was awake and was going to catch Jerry.,Tom put Jerry over a hot fire which inflicted pain on Jerry.
1592,S02E22,1212,1773,why did mama duck kiss the egg?,2,The mother duck could not wait for the eggs to hatch to see her ducklings. ,The baby duck was in pain.,mama duck kissed the egg goodbye to go for a swim,The baby duck was happy to be safe and back with its family.,The baby duck wanted to fly and rejoin its family.
1593,S02E22,1995,2605,Why did Tom steal the egg?,0,Tom wanted to take the opportunity while the mama duck was gone to steal and eat the egg.,Tom wanted to catch and cook the goldfish with the pan.,Tom was excited to go home quickly to cook and eat the egg.,Tom wanted to send quacker back to the easter bunny,Tom threw the egg at the bull to stun the bull for a moment so Tom could run away
1594,S02E22,2060,2605,why did Tom run with the egg?,2,Tom was scared as he thought that the house was haunted.,Tom wanted to take the opportunity while the mama duck was gone to steal and eat the egg.,Tom was excited to go home quickly to cook and eat the egg.,Tom wanted to hit and inflict pain on Jerry using the pan.,jerry pushed an egg into Tom's hand while Tom was trying to grab jerry
1595,S02E22,2498,2665,why was Tom looked shocked?,4,Tom did not expect to catch a crab instead of Jerry.,Tom wanted to be dancing with Toots instead of Jerry.,"Tom realised that he had made Toodles, his love interest, angry.",Tom did not expect that nibbles could escape from Tom's hands,Tom expected to see a raw egg instead of Quacker
1596,S02E22,2840,3202,why did Tom pick the book?,0,because he wanted to eat Quacker,Tom was trying to not allow Jerry to read the book so that Jerry will become more curious.,Jerry was standing on the book so Tom slammed it so that Tom could catch Jerry in the book.,Jerry was standing on the book so Tom slammed it so that Tom could catch Jerry,because Tom wanted to steal and wear the model dog head
1597,S02E22,3129,3473,why was Quacker eating the bread?,4,because Quacker wanted to save jerry from Tom so that Tom would not hurt jerry further,Quacker was ready to throw himself into the boiling water to be cooked.,Quacker thought that Jerry was a kidnapper and wanted to get away from Jerry by hitting Jerry.,Quacker was preparing to be eaten as a sandwich as Quacker did not want to live anymore.,Tom wanted to fill Quacker with the bread and roast Quacker 
1598,S02E22,3412,3632,why did Tom try to slice Quacker?,3,Tom wanted to cook and eat Quacker.,Quacker thought that Jerry was a kidnapper and screamed for help from Tom whom Quacker assumed was Quacker's mother.,Tom had a change of heart and no longer wanted to cook and eat Quacker.,Tom wanted to kill Quacker so that Tom could cook and eat Quacker.,Quacker had escaped and Tom wanted to catch and eat Quacker.
1599,S02E22,3412,3755,why did Quacker run to jerry's home?,0,Quacker wanted to hide from Tom to avoid being hurt by Tom.,Quacker did not want to let Jerry see Quacker's face as he felt extremely ugly.,Quacker did not believe Jerry and wanted to get away from Jerry by flattening Jerry with the book.,Quacker did not want to drown in the water due to his inability to swim.,"Quacker and Jerry did not want to be hit and hurt by the shovel, therefore running away to escape."
1600,S02E22,3665,3865,Why did Jerry jump up?,0,Jerry was shocked that Quacker suddenly jumped into Jerry's bed.,Jerry jumped into the water to save Quacker who could not swim and was drowning.,Jerry knew that Tom was going to catch Jerry.,Jerry ran away as Jerry did not want to be caught by Tom.,Jerry wanted to stop Tom from making noise.
1601,S02E22,4471,4705,why did jerry peep out of the mousehole?,4,Jerry was being quiet while leaving the mousehole as Jerry did not want to be caught by Tom.,Jerry wanted to check if it was safe for him to come out of the mousehole,because the orange kitten put a glass at the entrance of the mousehole to prevent Jerry from running in.,Jerry was trying to escape Tom's chase as Jerry knew that Tom could not enter the mouse hole.,because jerry did not want to be caught and hurt by Tom.
1602,S02E22,4471,4764,why was Quacker shocked?,4,Quacker could not swim so Quacker was trying to find someone who could swim to save Tom who was drowning.,Quacker wanted to get his mother's attention so that he would not be left behind.,Quacker still felt ugly despite Jerry's attempt to help Quacker look better.,Quacker was scared of drowning and dying.,because Quacker was worried that Jerry would be killed by Tom.
1603,S02E22,4767,4948,why did Quacker run?,0,because Quacker wanted to save jerry from Tom so that Tom would not hurt jerry further,Quacker had escaped and Tom wanted to catch and eat Quacker.,"Tom wanted to catch, cook and eat Quacker after reading the recipe.",Quacker did not want to be caught by Tom.,Quacker thought that Jerry was a kidnapper and screamed for help from Tom whom Quacker assumed was Quacker's mother.
1604,S02E22,4948,5106,why did jerry put his finger on his lips?,2,Jerry was hungry and wanted to eat the bubble gum that Tom was eating.,Jerry wanted to eat the cheese.,because jerry wanted to attack Tom without attracting Tom's attention,Jerry was happy that there was bread for him to eat.,Jerry was excited to eat the ham.
1605,S02E22,5026,5283,why did jerry pull Tom's tail?,1,Jerry wanted to save Cuckoo from Tom.,because jerry wanted to trick Tom so that Tom would cut is own tail thinking it is jerry,Jerry wanted to inflict pain on Tom.,jerry wanted to inflict pain on Tom,Tom wanted to control jerry to serve Tom and impress toots
1606,S02E22,5163,5316,why did Tom jump up?,4,Tom was in pain.,Tom was in pain as Flappy had bitten Tom's tail.,Tom was afraid of waking Spike up if Spike fell on the ground after being dragged by Tom.,Tom was hurt as Tom put his own tail into the hot pot.,because Tom cut his own tail
1607,S02E22,5320,5453,why did jerry and Quacker run?,0,because jerry and Quacker wanted to get away to avoid being physically hurt by Tom,Jerry had lit a dynamite right behind Tom and did not want to get blown up by it as well so Jerry ran away,Jerry wanted to take a plane to get away from Tom.,jerry got scared of Tom and jerry wanted to run away from Tom,Jerry knew that Tom was going to hit and inflict pain on him.
1608,S02E22,5381,5492,why did jerry and Quacker lift the plank?,4,Jerry wanted Spike to chase Tom so that Tom would stop chasing Jerry.,Jerry wanted to show concern for a crying Quacker.,Quacker did not believe Jerry and wanted to get away from Jerry by flattening Jerry with the book.,Jerry wanted Tom to fall into the sea.,Jerry and Quacker wanted to stop Tom approaching so that Tom would not be able to physically harm them.
1609,S02E22,5425,5569,why did Tom stop running?,3,"Tom thought that Jerry was still in the car, and Jerry would not be able to follow Tom, hence Tom could get away from Jerry.",Tom was scared and did not want to be hit and hurt by the tongs and shovel.,"because jerry imitated spike to bark behind Tom, causing Tom to run away.",Tom ran into the wooden plank that Jerry and Quacker had lifted previously.,"If Jerry dropped the glass, Mammy Two Shoes would scold Tom so Tom stopped so Jerry didn't drop the glass"
1610,S02E22,5600,5765,Why did Tom look stunned?,3,Tom did not expect the pole that he was on to suddenly fall so Tom was surprised,Tom did not expect someone to drag him by the neck.,Tom did not think that Jerry could break the huge stone in half,Tom was stunned as the roof fell on Tom's head after Tom sliced a pillar.,Tom realised that Tom was flying in the air.
1611,S02E22,5850,6261,Why did Quacker axe the tree?,1,Quacker did not want to be caught by Tom.,Quacker wanted the tree to fall on Tom to save Jerry from Tom.,Tom wanted to fill Quacker with the bread and roast Quacker ,Quacker hung upside down on the ledge so that Tom would run past him into the water.,Quacker wanted to save Tom from drowning by pulling Tom to shore.
1620,S02E23,996,1700,Why did Mammy Two Shoes wear jewelry?,1,Mammy Two Shoes was angry that Tom holding a party when Mammy Two Shoes was not at home.,Mammy Two Shoes planned to go out.,mammy two shoes did not want jerry to touch her,Mammy Two Shoes was angry.,Mammy Two Shoes was afraid of strange Tom that Mammy Two shoes wanted to get away from.
1621,S02E23,1400,1850,Why did Tom lie down?,0,Tom wanted Mammy Two Shoes to think that Tom was asleep as Mammy Two Shoes left the house.,"Tom was running and did not look front, causing him to get caught in a clothesline and fall down.",Jerry wrote signs to lead Tom to sleep on the bed.,Tom wanted to fall asleep as Tom was sleepy,Jerry invited Tom to the bed.
