qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
666,S01E19,6866,7620,Why did Jerry climb the string?,3,Tom wanted to give Jerry as a present to Toodles.,Jerry was running away from Tom,Jerry saw tom holding the other end of the rope,Jerry did not want to fall,Jerry wanted the wooden cork on the bottle to fly out as the bottle opened.
667,S01E19,6799,7769,Why did Jerry hug the glass?,3,To try to scare Tom,Jerry saw Tom chasing after him,Jerry wanted to hold on to the candle,Jerry was scared,Tom wanted to give Jerry a glass
668,S01E19,7521,7950,Why did Jerry touch his head?,0,Jerry realised his hat was missing,Tom pointed at Tom's head.,Jerry wanted to wipe his sweat.,Jerry wanted to signal to Nipper.,Jerry had water on his head
669,S01E19,7568,7952,Why was Jerry smiling?,0,Jerry was happy to get  his hat back,jerry was seeing tom get hurt by mammy two shoes,Jerry and Topsy were shaking hands.,Jerry saw the table of food.,Jerry was amused.
670,S01E19,8725,9080,Why did Jerry get shot off the building?,2,Jerry got scared and wanted to run away from the doll,Jerry rolled and bounced around the room until Jerry ran into the wall.,Jerry got shot off by a bottle of fizzing champagne.,Jerry heard the loud crashing noises.,The fire burned the string that was around Jerry.
671,S01E19,8811,8899,Why did Jerry hold onto the hat?,1,Jerry wanted to silence Nibbles.,Jerry did not want to lose his hat.,Jerry was unhappy.,Jerry wanted to trap Tom with the hat.,Jerry wanted to help Quacker dress better.
672,S01E19,8846,9212,Why did Jerry hold onto the sock?,4,Jerry wanted to show the elephant the pin,Jerry wanted to have fun on the slippery floor,Jerry wanted to trip and make Tom fall.,erry wanted Mammy Two Shoes' attention,Jerry wanted to use the sock as a parachute
684,S01E20,805,1160,Why was Tom in a hole on the ground?,0,Tom's golf club kept digging deeper in the hole.,because tom wanted to return to the ground and catch jerry,because the deck chair tom stayed burnt to ashes,Tom blocked the airflow of the jetpack.,because tom wanted to hide in the hole to avoid explosion
685,S01E20,1260,1380,Why did Tom have a shocked expression?,2,Tom saw the airplane and the birds beside Tom.,because jerry jumped on tom,Tom saw the ball bounce out of the hole after falling in.,because jerry escaped on the train,Jerry humiliated Tom while Tom was stuck
686,S01E20,1318,1560,why did tom lift the lawn?,0,Tom wanted to change directions of the rolling ball so that it would land inside the golf hole.,Tom wanted to use the lawnmower to run over Jerry and Quacker.,Tom got hit by the hammer.,Tom was mowing a strip in the field.,"Jerry tripped Tom, causing Tom to fall to the ground."
687,S01E20,1670,1968,why did the ball bounce out of the hole,0,because jerry was in the hole and he pushed the golf ball out.,Jerry wanted to hide in the hole.,Jerry wanted to hide from Tom.,Jerry wanted the bowling ball fall on the seesaw which Tom was standing on.,Tom wanted to shoot the cue ball to break the 8-ball rack.
688,S01E20,1670,1870,Why did Tom poke the hole with the golf club?,3,Tom wanted to hit Jerry into the ground,Tom swung the golf club with a great force.,Tom wanted to knock Jerry out as Jerry was running away.,Tom wanted to force the golf ball into the hole.,Tom wanted to trap jerry in the hole.
689,S01E20,1870,2095,why did jerry draw a dot on the ball,1,Jerry wanted the pup to go and fetch the stick.,Jerry saw the golf ball on Tom's eye and wanted to draw an eyeball.,Jerry wanted his ball to land within the court after he hit the ball.,Jerry wanted to make the yellow ball turn,because jerry saw something moving
690,S01E20,2095,2210,Why was the golf club wrapped around Tom's neck?,2,Tom wanted to poke at Jerry and get Jerry out of the tree.,Tom wanted to force the golf ball into the hole.,Tom swung the golf club with a great force.,Tom wanted to throw the rope to catch Jerry.,Jerry wanted Tom to fly when Tom hits the golf club.
691,S01E20,2210,2459,Why did Tom hit the golf ball at Jerry?,3,Tom was trying to show Lightning an example of hitting mice., Tom wanted the soda cap to be stuck on Jerrys head.,Jerry wanted Tom to fly when Tom hits the golf club.,Tom wanted to knock Jerry out as Jerry was running away.,A rock hit Tom and sent Tom flying towards Jerry.
692,S01E20,2470,2835,Why did Tom hit Jerry into the ground?,2,Jerry threatened to squirt ink over the drapes.,Jerry ate the cake and went back to the hole.,Tom wanted to use Jerry as the tee.,Tom was irritated.,Jerry wanted to jump on Tom's head.
693,S01E20,2590,2835,Why did Jerry gulp?,3,Jerry wanted to inflict pain on Tom and distract Tom.,jerry wanted to be strong again,Jerry wanted to pretend to be a statue.,Jerry knew that Tom was about to swing the golf club at Jerry.,jerry wanted the firecrackers to follow him in the hose
694,S01E20,3025,3345,why did jerry spray water on tom's face,1,because tom wanted jerry to smell good,Jerry wanted to annoy Tom by spitting water at Tom.,Jerry wanted to inflict pain on Tom.,Jerry wanted Tom to keep quiet,Jerry wanted to get away from the crusher
695,S01E20,3370,3695,Why was there a hole in Tom's teeth?,0,The golf ball hit and went through Tom's teeth.,because tom wanted to return to the ground and catch jerry,because tom wanted to hide in the hole to avoid explosion,tom saw jerry run into the hole,Tom wanted to try to catch Jerry
696,S01E20,4405,4770,Why did Jerry swap the golf ball for an egg?,0,Jerry wanted Tom to hit the egg instead of the golf ball.,Jerry wanted the bowling ball to cause Tom to fly up and hit the ceiling.,To try to hit and hurt Jerry,To hide from Tom and avoid being eaten,Jerry wanted to shoot balls at Tom and Butch.
697,S01E20,4405,4969,why did the woodpecker peck tom's head,0,The woodpecker wanted to inflict pain on Tom.,To prevent the woodpecker from chipping Tom.,Tom wanted to catch the woodpecker.,Tom did not want the woodpecker to disrupt while Tom was dealing with Jerry.,the woodpecker was sad to be driven out by jerry.
698,S01E20,4965,5100,why did the club head fall and hit tom's head,4,Tom crashed into the wall.,The captain wanted to knock Tom out.,because tom wanted to hit jerry that was on tom's head and tom hit himself by mistake,Tom followed after jerry who ran into the hole,because the woodpecker ate the stick between the club head and handle.
699,S01E20,5130,5335,Why was Jerry laughing?,4,Jerry was happy that the fairy godmother used the magic to help Jerry.,Jerry saw Tom.,Tom and Jerry were drunk.,Jerry was having fun playing the piano.,Jerry was laughing at Tom who failed to hit the golf ball.
700,S01E20,5130,5470,Why did Tom put the ball over Jerry's head?,3,To eat Jerry,Tom threw Jerry back into the mousehole.,Tom wanted to hit Jerry with the balls.,Tom wanted to shut Jerry up as Jerry was laughing at Tom.,because tom was doing a magic trick by making Jerry disappear.
701,S01E20,5410,5650,Why did tom blow Jerry?,0,Tom wanted Jerry to fall into the hole,Tom was a block of ice.,Tom wanted to tie Jerry to the train tracks.,To try to wake Jerry up,Jerry took the opportunity to spin Tom while Tom and Jerry danced together.
702,S01E20,5545,5720,Why did Tom look around?,1,Jerry brought out a huge stone,Tom wanted to push Jerry into the hole without being seen.,Tom saw Jerry with a female mouse.,tom was searching for jerry,Tom heard noises beside tom.
703,S01E20,6285,6635,Why did Jerry tie the golf club to Tom's tail?,0,Jerry wanted Tom to fly when Tom hits the golf club.,To drag Tom across the slippery floor,jerry wanted to let tom know where he is,Tom wanted to hit Jerry into the ground,To connect tom’s tail with the bowling ball
704,S01E20,6675,6860,Why did Tom swallow the ball?,1,because tom wanted to lure the seal with the ball.,because tom opened the mouth just as the ball was coming,Tom aimed the cue ball to Jerry to catch Jerry.,Muscles wanted to hit Tom with the bowling ball to save Jerry from Tom.,Tom wanted Jerry to do circus tricks with the ball.
705,S01E20,7052,7295,Why did Jerry run in the other direction?,4,Ton was pulling the carpet that Jerry was running on to catch Jerry.,The fire burned the string that was around Jerry.,Jerry saw Tom trapped Cuckoo inside the pot.,Jerry saw Tom after Tom picked up the flowerpot,Tom hit a ball which was going towards Jerry.
706,S01E20,7295,7370,Why did Jerry close his eyes.,1,Jerry was scared.,Jerry saw Tom swinging the golf club at Jerry.,Jerry wanted to put Tom back to sleep.,Jerry saw the shark open its mouth,Jerry saw that Tom and Butch were running towards each other.
717,S01E21,545,1280,Why did Tom leave a trail of cheese?,4,Tom was attaching the cheese to the fishing line as bait.,Jerry wanted to lure Tom.,to make jerry come out of the hole,so that jerry will be carrying more weight,Tom was trying to lure Jerry into a trap.
718,S01E21,1200,1430,Why did Jerry look shocked?,3,because tom kicked jerry out of the ship and a coconut fell on Jerry's head,Jerry and Muscles were resting in Tom's bed and Jerry was afraid of Tom.,Tom was back to chasing Jerry,Jerry saw Eagle flying towards Jerry.,The car open his mouth to try to devour Jerry.
719,S01E21,1045,1370,Why did Tom have a confused look?,3,jerry was missing,Tom was not moving despite running forward., Toms whiskers were snapping.,Tom realised that he took a bite of nothing.,A plate landed on Tom's head
720,S01E21,1405,1570,Why did Jerry cover his eyes?,3,Jerry saw Tom swinging the golf club at Jerry.,The woodpecker was eating very fast.,the firecrackers were coming towards jerry,Jerry was scared.,Jerry  did not believe his eyes.
721,S01E21,1530,1720,Why did Tom give Eagle a plate?,1,Tom wanted Eagle's attention.,Tom wanted to snatch Jerry away from Eagle.,Jerry had kicked Tom,Tom wanted to let Eagle think that Tom was giving Eagle a kiss.,Eagle was trying to hug and kiss Tom.
722,S01E21,1530,1690,Why did Eagle have a confused look?,2,Jerry was angry that Eagle tried to eat him.,Eagle wanted Jerry's attention.,Eagle realised that he bit a plate and not Jerry.,Eagle did not expect to see Jerry.,Eagle was excited.
723,S01E21,1530,1795,Why did Tom and Eagle look at each other angrily?,0,Tom and Eagle were both fighting over eating Jerry.,"Tom, Jerry and Spike lost the meat.",Tom was awoken from his nap., Toms owner got a kitten,Jerry made trouble for Tom
724,S01E21,1690,2040,Why did Eagle hit and throw Tom to the ground?,1,Tom saw the shark in the water,Eagle wanted to get rid of Tom.,The ball bounced off the rail back into Tom's face.,Tom felt disgruntled.,Eagle had a gift prepared and wanted to surprise Tom.
725,S01E21,2140,2315,Why did Tom make loud noises?,0,Tom wanted to distract Eagle.,Butch hit Tom's tail with an axe,Tom was in pain.,The owner had grabbed Tom to throw Tom out of the house.,The swordfish had poked the barrel that Tom was in.
726,S01E21,2475,2740,Why did Tom smile?,4,Tom saw Jerry.,Tom was praising Topsy.,tom was mixing chemicals into the bowl of milk,Tom found that the part he applied vanishing cream onto became invisible.,Tom had thought of a plan to get Jerry from Eagle.
727,S01E21,2740,3200,Why did Jerry spread mustard over himself?,3,Jerry did not want the bomb to explode near him,Jerry wanted to throw the custard in the spoon onto Tom's face.,jerry was hiding from tom,Jerry wanted to use the slippery mustard to escape.,jerry wanted to be strong again
728,S01E21,2740,3135,Why did Eagle look confused?,3,Eagle wanted to get rid of Tom.,Jerry was angry that Eagle tried to eat him.,Tom and Eagle were both fighting over eating Jerry.,Eagle realised that Jerry disappeared.,Eagle did not expect to see Jerry.
729,S01E21,3130,3360,Why did Eagle whistle?,1,Eagle was screaming in joy after seeing Tom.,Eagle wanted Jerry's attention.,Eagle did not expect to see Jerry.,Eagle realised that he bit a plate and not Jerry.,Tom wanted Eagle's attention.
730,S01E21,3630,3795,Why did Jerry kick Eagle in the eye?,2,Jerry heard a noise.,Jerry wanted to inflict pain on Tom.,Jerry was angry that Eagle tried to eat him.,Jerry and Eagle successfully prevented Tom from running away.,Jerry saw that Tom and Butch were running towards each other.
731,S01E21,3800,4230,Why did Tom whistle at Eagle?,4,Tom wanted to get the attention of the tiny bulldog.,Eagle wanted Jerry's attention.,tom was pointing the firecrackers to where Jerry was at.,Tom wanted to snatch Jerry away from Eagle.,Tom wanted Eagle's attention.
732,S01E21,3800,4230,Why did Eagle's eyes pop out?,3,Eagle did not expect to see Jerry.,Eagle realised that he bit a plate and not Jerry.,Jerry was angry that Eagle tried to eat him.,Eagle saw Tom disguised as a sexy bird.,Eagle realised that Jerry disappeared.
733,S01E21,4050,4465,Why did Tom walk in a sexy manner?,0,Tom wanted to attract Eagle.,tom noticed that the milk disappeared,Tom lit a firework and put it under the sleeping Jerry.,Tom was delighted.,Tom was dancing.
734,S01E21,4580,4690,Why did Jerry pull Tom's towel?,0,Jerry wanted to remove the towel to expose Tom to Eagle.,Jerry wanted to get Tom's attention.,Jerry became wet after Tom put Jerry inside the ball cleaner,Tom wanted Jerry to be on the basket with Tom,Jerry wanted Tom to fall down.
735,S01E21,4850,5335,Why was Tom running away from Eagle?,1,Tom was being chased by the tongs and shovel.,Eagle was trying to hug and kiss Tom.,Tom was trying to run away from the dog.,The male duck was chasing Tom.,Tom wanted to avoid getting hurt
736,S01E21,5335,5725,Why did Tom beckon Eagle to come behind the wall?,3,Eagle was trying to hug and kiss Tom.,Tom wanted to give Jerry a cake as gift.,To spy on Jerry,Tom wanted to hit Eagle with a brick.,The loud band music caused Tom to fly into the wall.
737,S01E21,6795,7010,Why did Jerry shake Tom's hand?,2,Jerry wanted to inflict pain on Tom by slapping Tom with the glove.,Jerry wanted to get out of Tom's grasp,Jerry wanted to throw Tom over Jerry's shoulder.,Jerry's finger was in pain.,Tom wanted to get Jerry's attention.
738,S01E21,7640,7890,Why did Eagle scream?,2,Eagle wanted to get rid of Tom.,Eagle realised that he bit a plate and not Jerry.,Eagle was screaming in joy after seeing Tom.,Eagle did not expect to see Jerry.,Eagle wanted Jerry's attention.
739,S01E21,7820,8045,Why did Eagle look shocked?,4,Eagle was screaming in joy after seeing Tom.,Eagle saw Tom disguised as a sexy bird.,Eagle realised that he bit a plate and not Jerry.,Eagle realised that Jerry disappeared.,Eagle did not expect to see Jerry.
750,S01E22,585,1029,Why was Spike pouting?,4,Spike was confused.,because spike saw the note jerry wrote,Spike was chasing Tom.,Tom was continuously hitting Spike.,Spike was upset that he was awoken by the noise and got hit.
751,S01E22,1031,1175,why did spike wake up?,4,Spike was shocked,Spike was shocked.,spike jumped up after seeing tom wiggling his tail on the clock,Spike wanted to find Tyke.,because spike heard loud sounds
752,S01E22,1249,1447,Why was Spike pouting?,4,Spike was chasing Tom.,Spike was confused.,Tom was continuously hitting Spike.,Spike had stepped on a nail.,Spike was upset that he was awoken by the noise and that Tom dropped the gun on Spike.
753,S01E22,1060,1500,Why did Spike cover his head with the pillow?,0,Spike was trying to block out noise.,Spike was looking around for Tom.,Tom ran into Spike's mouth.,Spike saw Tom approaching from a distance with the roller.,Spike wanted to see what Tom was doing inside the dog house.
754,S01E22,1477,1781,why did tom hit spike with the axe?,3,Spike was angry at Tom.,Tom wanted to remove the lump.,Spike heard the bell ring.,because tom was trying to hit jerry and missed jerry,Spike was giving Tom a warning to leave Jerry alone.
755,S01E22,2400,2825,why did tom sigh?,1,because tom wanted to go to the back of jerry,because tom was relieved,Cuckoo pointed Tom with the gun and moved forward.,Tom found that he went back to his body.,Jerry used the ink bottle to threaten Tom to walk away.
756,S01E22,2709,3075,why did tom chase jerry?,1,jerry wanted to approach tom before jerry started barking,Jerry revealed a crude drawing of Tom and called Tom stinky.,Tom wanted to play tricks on Jerry.,Tom wanted to cushion Jerry's fall with a pillow.,tom became very small in size
757,S01E22,2982,3301,why did tom stop running?,3,Tom wanted to get home fast.,Tom wanted to get the parcel that was delivered,Jerry had a glass over the table,because tom got shocked at the sight infront of him,Tom lost his balance.
758,S01E22,3191,3406,why did jerry poke tom with the spoon?,4,Tom wanted to get Jerry's attention.,Tom wanted Jerry to blow at the hot soup.,Jerry wanted to catch Tuffy from falling into the hot soup.,Jerry wanted to throw the custard in the spoon onto Tom's face.,because jerry wanted to provoke tom
759,S01E22,3381,3698,Why did Tom walk away?,1,Tom was being chased by the tongs and shovel.,because tom wanted to go to the back of jerry,to find jerry,Tom was trying to get away from Jerry and Uncle Pecos.,Jerry was holding a sharp glass bottle towards Tom.
760,S01E22,3818,4104,why did jerry pull the lamp cord?,0,Jerry wanted to trip Tom with the lamp cord.,jerry wanted the light bulbs to fall on tom,Jerry wanted to activate Mechano.,To run away from Tom,Jerry wanted the room to be dark.
761,S01E22,3967,4103,why did tom stay mid air for a while before he dropped?,3,because tom was hurt on the nose and tom was painful,tom was shot up by the water,Tom saw the pig falling from above.,because tom did not want to land on the  table of breakable wine glasses,Tom wanted to approach the window
762,S01E22,4142,4374,why did tom run to jerry?,4,Tom wanted to plead with Jerry to stop unplugging the electromagnet.,Tom kicked Jerry to signal to Jerry,Jerry wanted to release smoke around Tom's head.,Tom was kicking Jerry out of the house.,Tom wanted to stop Jerry from firing a shotgun above Spike.
763,S01E22,4142,4350,Why did Tom stick his fingers into the gun barrel?,3,Jerry wanted Tom to hold the gun.,Jerry was throwing eggs at Tom,tom was trying to avoid the firecrackers after jerry redirected the firecrackers to attack tom,Tom was trying to stop the bullets from making a loud firing noise.,Tom wanted to trap Jerry in the metal barrel.
764,S01E22,4254,4387,why was tom's fingers swollen and red?,0,because tom was in pain.,Tom was scared, Toms body was warm.,tom felt guilty,Tom was angry.
765,S01E22,4373,4473,why did tom have a shocked expression?,3,Tom saw the airplane and the birds beside Tom.,tom was shocked after seeing jerry falling into spike's mouth,Tom saw the forgive certification in Tom's hand.,Tom saw Jerry tilting a grandfather clock.,because jerry jumped on tom
766,S01E22,4398,4649,why did tom put his fingers into spike's ears?,1,Tom wanted to distract Spike.,because tom did not want spike to wake up from the noise,Tom was mocking Spike.,Tom ran into Spike's mouth.,Tom was taunting the angry Spike who was trying to bite Tom.
767,S01E22,4484,4729,Why did Tom sigh?,0,Tom was relieved.,Tom found that he went back to his body.,Tom realised that Tom was not in hell.,because tom wanted to go to the back of jerry, Tom was hurt by Toots words.
768,S01E22,4729,4844,why did tom catch the lightbulb?,0,because tom did not want the the light bulb to break on the ground.,tom saw spike trying to catch jerry,tom wanted to hide his face,The broomstick dragged Tom through the ceiling.,Tom wanted Jerry to perform a tap dance as the plate was hot.
769,S01E22,4881,5158,why did tom run?,0,because tom wanted to catch all the falling light bulbs,Tom was trying to catch the baby who was in the air with the pram.,Tom was being chased by Spike.,Tom realised that he was pulling Spike instead of Jerry.,Tom was being chased by the tongs and shovel.
770,S01E22,5172,5333,why did jerry grab tom's tail?,2,Jerry wanted to inflict pain on Tom and make Tom scream.,Jerry wanted to lift up Tom with Tom's tail in the blinds.,because jerry wanted to plug tom's tail into the light socket,Tom wanted to control Jerry.,Jerry and Tuffy wanted to throw Tom.
771,S01E22,5366,5679,why did jerry grab the skateboard?,0,"because jerry wanted to push a skateboard under Tom's foot, and send him straight into Spike",Jerry needed the stick to keep his balance on the string.,Jerry saw a bucket of water below,jerry wanted to skate and have fun,Jerry was responding to Tom's request for help from the cold.
772,S01E22,5366,5679,why did spike wake up?,3,Spike was looking around for Tom.,Spike was chasing Tom.,Spike saw Tom throwing the charcoal out of the bag.,because tom came crashing onto spike in a skateboard,Spike was shocked.
773,S01E22,5500,6146,Why did Tom cradle Spike?,3,Tom was mocking Spike by inflicting pain on Spike.,Tom wanted to enter the garden.,Spike wanted to catch and inflict physical pain on Tom.,because tom wanted to sing a lullaby to spike,tom was chasing jerry and was running towards the door
774,S01E22,6105,6845,why did tom grab the bottle of Knock Out Drops?,3,Tom wanted to test if Tom could hear the sound of a needle dropping.,Tom wanted to generate fizz to send Jerry flying.,Tom wanted to make himself repellent to dogs,"because tom wanted to pout the entire bottle of ""Knock Out Drops"" into Spike's mouth ",because jerry fell inside the bottle
786,S01E23,975,1200,Why was Jerry smiling?,4,Jerry saw Tom eating the Jelly.,To let Jerry know that Jerry was in danger,jerry was seeing tom get hurt by mammy two shoes,because jerry was ridiculing tom,Jerry was happy.
787,S01E23,975,1450,Why did Jerry kick Tom's butt?,2,Jerry ate the cake and went back to the hole.,Tom wanted to inflict pain on Jerry.,Jerry wanted Tom's attention.,Tom was trying to show Lightning an example of hitting mice.,Tom was angry at Jerry
788,S01E23,975,1680,Why did Jerry pull Tom's tail?,4,Jerry wanted to inflict pain on Tom and make Tom scream.,Jerry and Tuffy wanted to throw Tom.,Jerry wanted Tom to fly when Tom hits the golf club.,Jerry wanted to lift up Tom with Tom's tail in the blinds.,Jerry wanted Tom's attention.
789,S01E23,1680,2135,Why did Tom push Jerry away?,3,Tom wanted to catch Jerry.,Jerry was trying to resuscitate Tom.,Tom did not want Jerry as a distraction.,Tom did not want to play with Jerry.,Tom wanted Jerry to bring the equipment out.
790,S01E23,1680,1960,Why did jerry climb onto the windowsill?,1,There was a spike right below Jerry.,Jerry wanted to see what tom was looking at,Jerry wanted to stop Tom from chasing him.,jerry wanted to peek through the window,Jerry wanted to bring the pup back into the house.
791,S01E23,1960,2420,Why did Tom have hearts in his eyes?,0,Tom was looking at Toodles.,Tom's owner was being hurt by the lion,Tom's eyes were in pain,tom smelt smoke and saw a firecracker,tom saw the persian cat
792,S01E23,2380,2635,Why did Toodles drop her handkerchief?,3,Toodles was delighted.,Toodles wanted to drive Tom out of her house.,Toodles was shocked.,Toodles wanted Tom to pick up her handkerchief for her.,Toodles did not expect to see Tom.
793,S01E23,2380,2795,Why did Toodles blow Tom a kiss?,3,Toodles saw that Jerry was not in bed.,Toodles wanted Tom to open his mouth.,A tomato was thrown onto Tom's face.,Toodles wanted to thank Tom for picking up her handkerchief.,Tom wanted to flirt with Toots.
794,S01E23,2635,3015,Why did Tom look happy?,1,Tom saw a dessert on the table.,Toodles had blown Tom a kiss.,Tom saw Jerry dancing.,because tom was happy to get a large amount of money,Tom saw the car controller.
795,S01E23,2830,3290,Why did Jerry frown?,1, The woodpecker ate Jerrys stool.,Jerry was upset.,Tom offered a piece of cheese to Jerry.,Jerry saw the shark eat Tom,Jerry bumped his head on a steel sprinkler.
796,S01E23,3290,3535,Why was Tom acting like a dog?,4,Tom wanted to test whether the dog repellent spray works.,Tom wanted to steal a chicken drumstick.,to find jerry,Tom wanted to push Jerry into the hole without being seen.,Tom was doing everything that Toodles wanted him to do.
797,S01E23,4260,4565,Why did Jerry whistle?,0,Jerry wanted Butch's attention.,Jerry saw the shark ,Jerry saw Lightning coming towards him., Cuckoo wanted Jerrys attention.,Jerry was trying to spit out Tom's fur
798,S01E23,4425,4900,Why was Butch smiling?,4,Butch just realised that Jerry was walking away,Butch was going to meet Toodles.,Butch did not know why Tom was in pain,Butch saw his tail get stripped bare by Tom. ,Butch was delighted that a letter came for him.
799,S01E23,4615,5260,Why did Butch groom himself?,0,Butch was going to meet Toodles.,Butch was happy.,Butch did not like Tom patting Butch on the back.,Butch did not know why Tom was in pain,Butch thought that he had caught Jerry
800,S01E23,5150,5370,Why did Butch jump in joy?,3,Butch was proudly handing Jerry over to Mammy two shoes.,Butch thought that he had caught Jerry,Butch was happy.,Butch was excited to meet Toodles.,Butch was in pain.
801,S01E23,5460,5715,Why was Tom shocked?,4,Tom felt a hand grab his neck.,Tom saw an angry Spike chasing him.,The tiny bulldog was still fine after eating the bone with the dynamite inside.,The pole Tom was on suddenly fell,Tom realised tom was kissing Butch instead of Toodles.
802,S01E23,5715,5953,Why did Tom hammer Butch on the head?,1,Tom wanted to take Jerry away from Butch.,Tom wanted to inflict pain on Butch.,Butch was mad at Tom.,Tom mistook the bomb for Butch's hat,Butch did not want Tom to see the ham that Tom had picked up.
803,S01E23,5880,6350,Why did Butch throw Tom into the swimming pool?,3,Butch did not want Tom to see the ham that Tom had picked up.,Tom saw a shark behind him,Tom wanted to take Jerry away from Butch,Butch wanted to take revenge on Tom for hitting butch with a hammer.,Tom saw Butch flirting with Tom's girlfriend.
804,S01E23,6780,7270,Why did Tom have a mischievous expression?,2,Tom saw the ball bounce out of the hole after falling in.,Tom was about to throw a bomb instead of a ball at Butch.,Tom had thought of a plan to get rid of Butch.,Tom saw Topsy taking a shower.,Tom saw that the baby duck was stuck.
805,S01E23,6910,7330,Why did Butch look angry?,3,Butch saw Tom pointing the gun at Butch.,Butch did not know why Tom was in pain,Butch was in pain from running into the cabinet.,Butch was angry that he got thrown into the swimming pool.,Tom hit Butch on the head with a hammer
806,S01E23,7980,8340,Why did Jerry poke Butch with a needle?,1,Butch wanted to eat Jerry.,Jerry wanted to inflict pain on Butch.,Butch wanted to catch Jerry.,Jerry wanted Butch's attention.,Butch saw Jerry carrying the ham away.
816,S01E24,1003,1219,why did jerry wake up,4,Jerry was awoken by a movement on Jerry's beach towel.,Tom turned Jerry with one finger.,tom and jerry found that the house flooded,Jerry wanted to hide.,because jerry was frightened by a nightmare 
817,S01E24,1064,1332,why did jerry take a deep breath,1,Jerry wanted to vomit.,because jerry was relieved,Jerry saw Tom sitting on the train tracks.,Jerry was eating cheese.,jerry was alone
818,S01E24,1358,1633,why did jerry's eyes enlarge,3,Tom was getting beaten up by clint.,Jerry saw the shark open its mouth,Jerry covered his eyes after peering into the room.,because jerry was shocked ,the firecrackers were coming towards jerry
819,S01E24,1728,2175,why did the swaddle run into the wall,0,because nibbles was running inside the swaddle,Jerry was running away from tom,Tom was trying to creep up on Jerry.,George wanted to climb up the wall.,the mouse drawing wanted to wake jerry up
820,S01E24,2320,2660,why did nibbles point to his mouth,1,Nibbles had lit up another firework.,because nibbles was hungry ,tom's tongue pulled nibbles into tom's mouth,because tom was inhaling from another side of straw,Nibbles was dizzy.
821,S01E24,2358,2875,why was jerry smiling,4,Jerry saw the table of food.,Jerry saw a watermelon on the table,jerry was seeing tom get hurt by mammy two shoes,Jerry saw the piece of cheese,jerry was happy to see tom's milk
822,S01E24,2818,3475,why did jerry hang nibbles on the wall,1,jerry hit the wall and jerry was stunned,because jerry wanted to stop nibbles to go outside,Jerry was annoyed at Nibbles.,Jerry wanted Nibbles to walk in front.,Jerry stopped walking suddenly.
823,S01E24,3554,3687,why did jerry jump up,0,jerry was shocked ,Jerry was in pain because of the hot plate.,Jerry wanted to hide.,Jerry wanted to let Tom see Jerry.,Jerry saw Cuckoo getting inside Tom's mouth.
824,S01E24,3675,3867,why did tom wake up,1,The baby duck slid under Tom and woke up Tom.,nibbles inflict pain on tom,Tom was sleepy.,Tom had awoken and was being attentive.,"A bird landed on Tom, waking Tom up."
825,S01E24,3867,3977,why was tom splashed with milk,4,there was a hole in the pot that he was floating on,tom wanted to taste the milk,Tom was sprayed by the champagne.,because tom wanted to make the milk bottle full,because jerry and nibbles dived into the milk bowl and made a splash
826,S01E24,4101,4400,why was nibbles inside tom's mouth,1,Nibbles had cut Tom's tail off.,tom's tongue pulled nibbles into tom's mouth,tom realised that tom was tricked by the disguise of nibbles,Tom wanted to catch Nibbles.,because nibbles was hungry 
827,S01E24,4182,4430,why did jerry open tom's mouth,1,because tom was shocked,nibbles was inside tom's mouth,Jerry was shocked that he was sent back to Tom by the rolling ball.,Tom wanted to show affection to Jerry.,Jerry was taunting Tom.
828,S01E24,4476,4609,why did nibbles lift jerry up,4,Jerry was annoyed at Nibbles.,jerry wanted to stop nibbles from talking,Jerry was punishing Nibbles by hitting Nibbles' backside.,jerry hit the wall and jerry was stunned,nibbles wanted to lift jerry to run away from tom
829,S01E24,4468,4710,why did nibbles pull jerry inside the hole,2,Jerry stopped walking suddenly.,Jerry wanted Nibbles to walk in front.,jerry hit the wall and jerry was stunned,because jerry wanted to stop nibbles to go outside,nibbles wanted to lift jerry to run away from tom
830,S01E24,4808,5151,why did jerry connect the straws,3,Jerry wanted to use the spoon,Jerry wanted to spit soup at Tom's face.,Jerry wanted to throw the custard in the spoon onto Tom's face.,because jerry wanted to make straw longer ,jerry wanted to get nibbles out of the straw
831,S01E24,5018,5380,why was nibbles sucked through the straw,3,because nibbles was hungry ,Nibbles was leaving to go home.,Nibbles wanted to stuff the cannon with all of the food.,because tom was inhaling from another side of straw,nibbles drank red wine in tom's stomach
832,S01E24,5380,5635,why did jerry blow through the straw,4,because jerry wanted to make straw longer ,Jerry wanted to hide from Tom,Jerry wanted to spit soup at Tom's face.,Jerry was trying to mess with Tom,jerry wanted to get nibbles out of the straw
833,S01E24,5635,5799,why was jerry caught by tom,4,Tom wanted take Jerry out of the house.,tom wanted to stop from jerry opening the door,Tom did not want Jerry to notice Tom,Tom caught Jerry.,because jerry ran into the wall
834,S01E24,5799,6008,why did tom loosen the grip of jerry,0,because tom felt painful and jumped up,Tom wanted to put Jerry on a plate as a dish.,Jerry mistook Tom for Quacker when Jerry wanted to grab Quacker's hand.,Jerry was substituting Tom's hand for Jerry.,Tom caught Jerry.
