qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
2890,S04E13,7345,7550,Why did Jerry run into the plane?,0,Jerry wanted to fly off with Quacker.,Jerry saw Tom trapped Cuckoo inside the pot.,Jerry wanted to hide from Tom,Jerry got scared and wanted to run away from the doll,The floorboard under Jerry lifted and sent Jerry flying.
1012,S02E04,4084,4297,Why did Jerry run underneath the piano keys?,3,jerry wanted to play the piano,Jerry wanted Butch to stop playing the piano.,Jerry wanted the entire piano to fall on Tom.,Jerry was flustered and tried to run away from Tom.,Jerry knew that Tom would struggle to keep up with the fast playing.
17,S01E01,5015,5367,Why did Jerry slide down the lamp?,3,Jerry wanted to hang the string across the room to swing on.,Jerry wanted the room to be dark.,Tom took off the hook and made Jerry slide off the hammock and into the water.,To run away from Tom,Jerry wanted to trip Tom with the lamp cord.
634,S01E18,4600,5890,Why did Jerry kiss the vegetable?,3, Jerry was blowing a kiss to Lillis photo on the photo frame.,Tom was showing affection to Jerry.,Tom wanted to make peace with Jerry.,Jerry was copying Tom's movements.,Tom agreed that cats and mice should be friends.
3882,S05E19,7069,7465,Why did Tom have a big smile on his face?,2,Tom saw the car controller.,Tom saw Jerry dancing.,Tom was very happy,Tom had caught Jerry.,Tom was about to throw a bomb instead of a ball at Butch.
2988,S04E17,635,1090,Why was Jerry writing a letter?,1,Jerry was having serious trouble with Tom and required Muscles' help.,Jerry was writing a love letter to Lilli.,Jerry drew up a contract to co-operate and share meals with Tom.,Jerry wanted to hide,The toy mouse started to move behind
2439,S03E25,2983,3278,why did spike hush to tyke,0,because spike wanted tyke to stay quiet,because spike wanted to put tyke in the cradle,because tyke was hiccuping,Tyke was scared and hid behind Spike.,because spike wanted to stop playing and talk to with tyke
1682,S02E25,2020,2500,Why did Tom jump up?,3,Tom blocked the airflow of the jetpack.,Tom saw the fire below catching up, The frog was leaping inside Toms body which caused Tom to fall.,Tom was frightened.,The boxing glove hit Tom.
3391,S05E03,6808,7155,Why did Tom run towards Jerry?,2,Tom wanted to put Jerry inside Tom's suit.,Tom did not want Jerry to drop the glass,Tom wanted to catch and attack Jerry.,to shoot the cork stopper at tom,Jerry ate the cake and went back to the hole.
4556,S06E21,2000,2400,Why did Jerry grab a pin?,3,To hit the bowling ball with the bowling pin,because the indian mouse with blue feather shot the arrow to the bird,Jerry was dodging all the balls Tom was throwing,Jerry wanted to use the pin to stab Tom.,Jerry reached his hand out to Tom to signal to Tom
1081,S02E06,3855,4217,Why did crab cut Tom's pants?,2,Tom was trying to remove his costume.,Jerry was standing on the chicken and Tom wanted Jerry to lose his balance.,The crab wanted to get out of Tom's pants.,Tom wanted to trap Jerry with the cutted glove finger.,Tom wanted the crab to pinch Butch's shorts.
4253,S06E10,2125,2811,Why did Tom use a hammer and nails?,1,Jerry wanted to trick Tom.,Tom wanted to nail the food to the ground.,Tom was puzzled.,Tom was trying to hit Jerry with the hammer,The hammer was stuck in the floor
1706,S02E26,755,1345,Why did Jerry poke nibbles?,1, Jerry wanted to get Toms attention.,Jerry wanted to wake Nibbles up.,Jerry and Nibbles saw the guillotine blade fall.,Jerry and Nibbles were happy,Jerry and Nibbles saw Tom walking by.
2035,S03E10,5630,6215,Why did Tom start acting like a mouse again?,1,Tom saw Jerry standing in front of his face,The bowling ball hit Tom on the head.,Tom wanted to grab Quacker out of the mouse hole.,Tom was chasing Jerry and Uncle Pecos.,Tom wanted to scare George with the mechanical mouse.
2933,S04E15,1835,2108,why did tom paint jerry white,1,because jerry was covered in flour,because tom wanted to disguise jerry as the white mouse,Tom was scared.,tom was hiding jerry.,jerry wanted peace with tom
1458,S02E17,9550,9736,Why did Tom draw on the wall?,1,Tom wanted to give Jerry a cake as gift.,Tom was trying to test out the pen on the wall.,Tom wanted to get Jerry to look outside the hole,Tom could not stop himself running towards the wall while chasing Jerry.,Tom was marking Jerry's position.
2379,S03E22,4038,4460,Why did Tom turn purple?,3,Tom was scared.,Tom felt sick.,Tom was covered in tar.,Tom was out of breath.,Tom was in pain.
870,S01E25,3168,4092,Why was Tom smiling?,3,Jerry gave Tom a great idea,Tom was surfing,Tom had a plan to creep up on Muscles and Jerry.,Tom was happy.,Tom thought Jerry is trapped inside the ball
1149,S02E08,2250,2610,Why did Jerry dip his hand into the jar of ink?,4,Jerry wanted to make his hands wet.,Jerry wanted to balance on the candle,Jerry wanted to eject blue ink from an ink pen into the bucket.,Jerry wanted to use the fountain pen to suck up the ink of the cat drawing.,Jerry wanted to watch his hand turn invisible.
4747,S06E28,4930,5300,Why did Tom look surprised?,1,Tom got humiliated because of Jerry,Tom felt a hand grab his neck.,Tom saw the forgive certification in Toms hand.,Tom saw Jerry with a female mouse.,Topsy was poking Tom.
602,S01E17,7102,7262,Why did Tom knock on the wall?,0,Tom wanted to get Jerry to look outside the hole,Tom heard barking noises.,tom was trying to grab jerry,Tom could not stop himself running towards the wall while chasing Jerry.,To spy on Jerry
977,S02E02,10312,10650,Why did Jerry whistle?,3,Jerry wanted Butch's attention.,Jerry saw the shark , Cuckoo wanted Jerrys attention.,Jerry wanted to get Tom's attention.,Jerry saw Lightning coming towards him.
1687,S02E25,3950,4200,Why did the lion shake hands with Jerry?,2,The lion wanted to hush Jerry.,Jerry wanted to express his gratitude to Lightning.,The lion wanted to express his gratitude to Jerry.,The lion wanted to get Jerry's attention.,Jerry saw Tom chasing him
1404,S02E15,10700,10985,Why did Tom and Jerry look shocked?,1,Jerry suddenly fell into a hole while walking.,Tom and Jerry watched Tuffy devour the whole chicken within seconds.,Tom and Jerry saw the baby crawling past them in the kitchen.,Jerry saw Eagle flying towards Jerry.,Jerry saw Tuffy.
4691,S06E26,6076,6396,Why was Jerry laughing?,3,Jerry saw Tom.,Tom and Jerry were drunk.,Tom humiliated himself,Jerry was amused.,Jerry was having fun playing the piano.
1217,S02E10,3780,4185,Why did Tom and Jerry stick out their tongues?,3,Jerry wanted Tom to keep quiet.,Jerry was taunting Tom.,Jerry wanted to pull Quacker out of Tom's mouth.,Tom and Jerry were excited.,Tom wanted to eat Jerry.
3814,S05E17,5589,5860,why did tom rush to the swimming pool,0,tom wanted to get a wet towel,Tom's tail was on fire,Tom saw the fire below catching up,tom wanted to put out the grill,Tom wanted to cool off
3366,S05E02,8345,8500,Why did Jerry jump up?,2,Jerry wanted to let Tom see Jerry.,The gun Jerry was holding kept tilting backwards.,Jerry was shocked.,jerry wanted to ignite the fire in the chimney,Jerry wanted to hide.
1370,S02E14,10277,10512,Why did Tom run to the bathroom?,0,Tom wanted to eat medicine to avoid being infected by Jerry.,because tom heard something move,because tom saw that the tree was going to fall,Tom left to find the first aid kit.,Tom wanted to get away from the haunted places.
2611,S04E04,7820,8210,Why did Jerry throw dinner into Tom's face?,4,Tom was taunting Jerry.,Tom threw Jerry back into the mousehole.,Jerry was making funny faces at Tom whenever the keys caused Jerry to jump up.,Jerry wanted to inflict pain on Tom.,Jerry was angry that Tom had shot the contract.
1456,S02E17,8943,9140,Why was Tom begging Jerry?,4,Jerry hurt Tom,Tom wanted to put Jerry inside Tom's suit.,Jerry wanted Tom to stop chasing him.,Tom caught Jerry.,Tom was begging Jerry to sign the forgive certification.
4081,S06E04,2430,2780,Why did Jerry whistle?,0,Jerry wanted to get Tom's attention.,Jerry was shocked.,Jerry saw the shark ,Jerry wanted Butch's attention.,Jerry saw Lightning coming towards him.
2227,S03E17,3297,3445,Why did Tom look shocked?,3,Tom heard Jerry snoring and saw Jerry on the bed.,Tom saw Jerry tilting a grandfather clock.,Tom saw the pig falling from above.,Tom saw the fish start moving.,Tom was holding a crab.
3612,S05E10,7744,7920,Why did Tom and Jerry jump into the cement mixer?,2,tom and jerry wanted to make sounds,Tom wanted to use Jerry as the tee.,Tom and Jerry saw the baby crawling towards the cement mixer.,Tom wanted the sounds from the pan to sound like he was beating up Jerry.,Tom and Jerry got tangled in a rope that Tom was using.
3095,S04E20,7500,8110,Why was Tom crying?,3,Tom was screaming in pain,Tom saw that all the fish had been eaten,The owner had grabbed Tom to throw Tom out of the house.,Tom was touched.,The swordfish had poked the barrel that Tom was in.
3445,S05E05,4279,4601,why did tom put on the dress,1,Tom wanted to match Tara's outfit.,tom wanted to take the photo in the dress,Tom was trying to remove his costume.,Tom broke his teeth from biting into the seashell.,Tom wanted to disguise himself as a female mouse.
1774,S03E02,2900,3615,Why did Jerry steal Spike's bone?,4,Spike was expressing his gratitude to Jerry.,Jerry wanted to anger Spike.,Spike wanted to hide the bone inside the kennel.,because jerry wanted to pretend as a dog,Jerry wanted to pass the bone to Tom.
3078,S04E20,3600,3960,Why did Quacker grab the chair leg?,4,Tom wanted to appear to be putting Quacker to sleep.,Quacker wanted to clean the cream on his body to make himself visible again.,Quacker wanted to cook himself.,Tom wanted to stop Quacker from jumping into the soup.,Quacker wanted to jump out of the bed.
1429,S02E16,8495,8975,Why did Tom put a cork onto the woodpecker's beak?,1,Tom wanted to catch the woodpecker.,To prevent the woodpecker from chipping Tom.,Tom did not want the woodpecker to disrupt while Tom was dealing with Jerry.,Tom was angry.,The woodpecker wanted to inflict pain on Tom.
3058,S04E19,6420,6960,Why did Uncle Pecos flip Tom's chair over?,2,Tom saw Mammy Two Shoes was on the way back home.,Tom's owner was angry at Tom,Uncle Pecos wanted to trap Tom under the chair to pluck Tom's whisker out.,"The woodpecker chipped Tom's chair leg, causing the chair to snap shut.","Tom saw Toodles, a beautiful female cat."
1382,S02E15,4990,5180,why did jerry jump up?,1,Jerry wanted to let Tom see Jerry.,Jerry was shocked.,Jerry wanted to save Quacker who was underwater.,Jerry saw Cuckoo getting inside Tom's mouth.,Jerry saw Tom.
284,S01E08,8652,8878,why did tom return the chick to the chicken,1,tom was trying to cut jerry ,The chicken was glaring at Tom.,The chicken attacked Tom after seeing Tom.,George gave Tom the chicken.,Jerry was standing on the chicken and Tom wanted Jerry to lose his balance.
903,S01E25,8092,8227,Why was Jerry surprised by Butch?,0,Butch was on the other side of the hole,Jerry wanted Tom to hit Butch while trying to hit Jerry.,Butch wanted to catch Jerry.,Butch wanted to eat Jerry.,Jerry wanted Tom and Butch to stop chasing him.
4316,S06E12,4523,4740,Why was Jerry panting?,3,Jerry wanted to wipe his sweat.,Jerry wanted to use the hot dog to pretend the hot dog was Jerry.,Jerry wanted to hide in the fur.,Jerry was tired.,Jerry was relieved.
4165,S06E07,515,1100,Why was Tom chasing Jerry?,2,Jerry was begging Tom not to press the airhorn.,Tom did not want to play with Jerry.,Tom wanted to catch Jerry.,Jerry did not want to play with tom anymore,Jerry was marching in front of Tom to get Tom to follow Jerry.
1546,S02E20,4500,4800,Why was Jerry tiptoeing?,0,To avoid being noticed by Tom,Jerry was choosing one cat from a cage of cats.,Jerry was rejecting Uncle Pecos.,Jerry kept running into the wall head first.,Jerry was dismayed to see Tom.
1228,S02E10,6800,7360,Why did Spike jump up?,2,Spike was knocked out,Spike was chasing Tom.,Spike was shocked.,Spike was looking around for Tom.,because spike followed the smell of meat
3983,S05E23,4515,4660,why did the conductor stomp tom on head,4,because jerry escaped on the train,Tom's owner was angry at Tom,Tom was reacting to Jerry hitting the stage with a toothbrush.,because tom wanted to hit jerry that was on tom's head and tom hit himself by mistake,The conductor was annoyed at Tom.
2358,S03E21,5635,5790,Why did Tom ax the pole?,1,Jerry wanted to trip Tom.,Tom wanted the pole to fall.,Tom was trying to get Jerry who had ran into the tree bark.,Tom was not looking in front while running and ran into the pole.,Tom was walking on the pole and afraid of falling off the pole.
2094,S03E12,5540,6015,Why did Jerry rub his eyes?,3,Jerry saw Tom with a hammer over him,Jerry heard a noise.,So that Tom would be hurt,Jerry  did not believe his eyes.,Tom was getting beaten up by clint.
3780,S05E16,4628,4865,Why did Tom climb up the pipe?,3,Tom wanted to suck the fish from the fishbowl through the pipe.,Tom wanted to get to a higher point on the tree.,Tom wanted to climb to the birdhouse.,Tom wanted to get to the top of the house.,Tom was trying to get away from Spike.
4153,S06E06,5060,5200,Why did Jerry raise his hands?,3,Jerry wanted to distract Tom.,Jerry did not want to fall,Jerry wanted to say goodbye to Tom.,Jerry wanted to catch the plate.,Jerry wanted to balance on the candle
4330,S06E12,8515,8941,why did Jerry grow a pair of wings,2,Jerry jumped to avoid getting caught,Jerry wanted to hide in the nest again.,Jerry became an angel.,The floorboard under Jerry lifted and sent Jerry flying.,Jerry was startled and split into multiple bodies.
2568,S04E03,4360,4750,Why did Jerry put the pup inside the drawer?,3,The pup wanted to follow Jerry home.,The pup was friendly.,Jerry was trying to go under the dog house.,Jerry wanted to keep the puppy in the drawer while Jerry climbed down from the counter top.,Jerry wanted the ironing board to fall out and hit Tom.
2375,S03E22,3390,3550,Why was Jerry waving at Tom?,1,Tom wanted Jerry to bring the equipment out.,Jerry wanted to get Tom's attention.,Tom saw Jerry shaking and opening the soda bottle.,Jerry hurt Tom,Tom did not want Jerry to drop the glass
283,S01E08,8491,8650,why did tom run far away from the farm?,0,tom wanted to open his hand to check what he grabbed,Tom ran away to hide in the vase.,Tom was being chased by the tongs and shovel.,The male duck was chasing Tom.,Tom was trying to run away from the dog.
2497,S04E01,915,1150,why did jerry stop reading,0,because jerry wanted to answer the door,Jerry did not hear the glass breaking,Jerry was curious about the book,Jerry woke up and found that Jerry was carried by the ants,Tom offered a piece of cheese to Jerry.
863,S01E25,2033,2571,Why did Jerry gulp?,3,Jerry wanted to inflict pain on Tom and distract Tom.,Jerry was trying to spit out Tom's fur,jerry wanted the firecrackers to follow him in the hose,Jerry was scared.,jerry wanted to be strong again
1933,S03E07,4400,4700,Why did Tom lift up the cushion?,3,Tom's owner was angry at Tom,Tom's radar sounded.,tom wanted to trap the bear in the folding couch,Tom wanted to find Jerry.,Tom wanted to use the pillow to block the elevator doors.
40,S01E01,9018,9268,Why was Jerry begging?,3,Jerry bumped his head on a steel sprinkler.,Jerry wanted to walk out to see why the hole became big.,Tom was begging Jerry to sign the forgive certification.,Jerry did not want to be eaten by Tom.,Jerry was acting like a girl who was drowning.
3280,S04E27,3290,3780,Why did the charcoal jump up?,1,Tom was trying to find Jerry as Jerry jumped into the bag of charcoal.,"Jerry, disguised as a charcoal, was placed on the hot barbecue pit.",Spike was trying to see if the charcoal was alive by poking it.,Jerry was trying to hide from Tom.,Spike was using the charcoal fork to stab the baguette.
1522,S02E19,5590,6225,why did tom start to imitate tyke,1, Tom painted Tyke to cover the ink on Tykes body.,because tom wanted to pretend that Tom was Tyke.,Tom wanted to return to clean the pencil marks on Tyke's back.,because tom wanted to find jerry,Tom wanted to cover Tyke with the feathers inside the pillow.
596,S01E17,5833,6055,Why did Jerry scream into Tom's stethoscope?,3,Tom was staring at jerry after tom found jerry hiding behind the soldier toy.,Tom was frustrated at Jerry.,Tom wanted Jerry to inflate using the air from the balloon.,So that Tom would get hurt,jerry was telling tom a plan to get Tom back into the house.
2832,S04E11,8501,8910,why did tom and spike leave house with the fridge,0,Tom and Spike were stealing the fridge.,Tom wanted to hide behind Spike.,Tom wanted to get the food in the fridge.,because tom tricked spike into exchanging the bag with jerry,George kicked Spike out of the house.
835,S01E24,6008,6253,why did jerry stop in front of the milk bowl,4,Jerry was being chased by Tom and wanted Tom to jump into the sink.,Jerry was trying to hide from Tom.,because tom pushed jerry back into the empty fish bowl,because jerry wanted to annoy the kittens,because jerry wanted to let nibbles drink milk and spray milk on tom's face
3263,S04E26,7615,8150,Why was Tom hiccupping?,2,Tom had awoken and was being attentive.,Tom was hurt by the fire of the grate.,Tom was full from milk.,Tom was hit by the bat.,Tom heard a splash from Tom's drink.
4833,S06E31,4274,4520,Why was Tom happy?,0,Tom saw that he was not in the water anymore,Tom saw Spike sleeping.,Tom was happy.,Tom was proudly handing Jerry over to Mammy two shoes.,Tom saw Jerry's shadow.
4627,S06E24,1585,1969,Why did Jerry run away?,1,Jerry saw Tom trapped Cuckoo inside the pot.,Jerry was afraid of being hit by the swatter.,Jerry saw a piece of cheese outside the mousehole.,Jerry was trying to run away from Tom.,Jerry was trying to get out of being stuck
1765,S03E02,630,900,Why was Tom drooling?,4,Tom saw a shark behind him,Tom was swimming away from the shark.,Tom felt uncomfortable.,Tom realised that he put on a radish instead of Tom's nose.,Tom saw a chicken on the table.
2090,S03E12,3540,3755,Why did Tom scream?,0,Jerry and Cuckoo had stomped on Tom's hands.,Tom wanted to catch and inflict pain on Jerry.,Spike wanted to chase Tom away.,Jerry wanted to scare Tom,Tom was scared
791,S01E23,1960,2420,Why did Tom have hearts in his eyes?,0,Tom was looking at Toodles.,Tom's owner was being hurt by the lion,Tom's eyes were in pain,tom smelt smoke and saw a firecracker,tom saw the persian cat
4052,S06E03,2453,2790,Why did Tom make a confused expression?,3,A plate landed on Tom's head,Tom saw Jerry surfing.,Jerry started kissing Tom.,The fish in Tom's hand had suddenly been eaten,Jerry humiliated Tom while Tom was stuck
3981,S05E23,3756,4019,why did tom try to hide the violin,0,tom found that the noise came from his violin,Tom was playing soothing music.,the conductor hit the violin on tom's head,tom found that jerry disappeared,tom wanted to start to play the recorder
1672,S02E24,7255,7470,Why did Tom climb onto the gate?,1,Tom saw Jerry hanging from the rope above,The bull was charging towards Tom,Tom wanted to get to a higher point on the tree.,because tom heard barking sounds and was scared.,The loud band music caused Tom to fly into the wall.
2078,S03E12,1280,1800,Why did Jerry trip Tom?,3,Jerry wanted to open Tom's eyelids to let Tom see the brick before the brick reached.,Tom wanted to cushion Jerry's fall with a pillow.,The robot cat controlled Tom to hit Jerry.,Jerry wanted Tom to fall down.,tom became very small in size
1189,S02E09,5096,5660,Why did Tom wave hand to Cuckoo?,4,Cuckoo wanted to get Jerry's attention,Cuckoo wanted to remove Tom's wings.,Tom wanted to hit Cuckoo with a hammer.,Cuckoo wanted to throw Tom off the birdhouse.,Tom saw Cuckoo waving hand to Tom.
1792,S03E02,8115,8600,Why did Spike have a confused expression?,0,The bone that Spike was holding was moving on its own.,because spike wanted tom to see the sign and change the direction,Spike noticed Tom's tail and saw Tyke walking on the ground.,because spike tried many different ways but spike could not get Tyke to stop hiccuping.,Tom was continuously hitting Spike.
3173,S04E23,6725,6838,Why did Tom jump up?,1,Tom was in pain.,Tom was shocked.,Flappy bit Tom's tail.,Tom blocked the airflow of the jetpack.,Tom saw the fire below catching up
4541,S06E20,5994,6295,Why did Jerry cover his eyes?,3,Jerry saw Tuffy dragging Tom by the whiskers.,The woodpecker was eating very fast.,Jerry saw the female robot.,Jerry was scared.,Jerry  did not believe his eyes.
4323,S06E12,6523,6897,why did Tom pull Jerry's tail,0,Tom wanted to find real Jerry among mouse toys.,Jerry wanted to draw a mouse face on Tom's tail,Quacker and Jerry were pumping Tom's tail to help Tom spit out the water he swallowed.,Jerry substituted Tom's tail for the goldfish.,Jerry was drying off with Tom's tail
1212,S02E10,2770,3090,Why did Tom cover Jerry with the blanket?,3,Tom did not want Jerry to notice Tom,jerry wanted to approach tom before jerry started barking,Tom was waiting outside Jerry's house for Jerry.,Tom did not want Jerry to be cold while sleeping.,Jerry wanted to cause Tom to spin in the air and float away into the distance.
3736,S05E15,890,1144,Why was Jerry frowning?,3,Jerry bumped his head on a steel sprinkler.,Jerry saw the shark eat Tom,because tom kicked jerry out of the ship and a coconut fell on Jerry's head,Tom tried to shoot Jerry,Tom and Jerry got kicked out of the house.
228,S01E07,4510,4692,Why was Jerry suddenly afraid?,4,tom cut the apple on jerry's head in half,Jerry bumped his head on a steel sprinkler.,Jerry wanted to run away from Tom.,because jerry wanted to avoid the mouse trap,Tom threw a bowling ball at Jerry
3354,S05E02,3500,4530,Why did Jerry scare George?,2,The woodpecker was eating very fast.,The car open his mouth to try to devour Jerry.,Jerry realised that George was scared of mice.,Jerry was flying towards Butch who was about to hit Jerry.,Jerry saw that Tom was running towards him
3235,S04E25,7264,7732,why did tom stop calling,2,Tom was calling the 3 cats for help. ,Tom was calling the mouse exterminator,tom heard the music playing.,Jerry had a glass over the table,Tom saw the sharp spikes on the birdhouse roof.
619,S01E18,2775,3220,Why did Jerry sit on the spoon?,0,Jerry wanted to spit soup at Tom's face.,because jerry wanted to dress up ,Tom wanted to knock Jerry out.,Jerry was knocked out.,because jerry wanted to get a pen and paper to write a note.
1431,S02E16,9215,9280,Why was Tom smiling?,4,Tom felt something on his line,Tom had a plan to creep up on Muscles and Jerry.,Jerry gave Tom a great idea,Tom thought Jerry is trapped inside the ball,Tom was trying to chop Jerry with a hammer.
1279,S02E12,1320,1480,Why did Tom scream?,3,Tom wanted to distract Eagle.,Tom was in pain.,Tom wanted to catch and inflict pain on Jerry.,Tom was surprised to see Jerry.,Tom was angry.
2427,S03E24,4615,5465,why did tom throw the score,0,because tom has finished the lesson,Tom wanted the seal to chase after the ball.,Tom aimed the cue ball to Jerry to catch Jerry.,Tom was frustrated,because tom punished himself for bullying jerry
3655,S05E12,3998,4283,Why was Tom screaming?,0,Tom was screaming in pain,Tom wanted to run away from the tribesman.,Jerry wanted to scare Tom,Tom was scared,tom was acting like he was crying
274,S01E08,4226,4488,why did tom put the mouse trap underneath the chicken?,4,Tom wanted to grab Quacker out of the mouse hole.,the chicken noticed tom trying to poke the chicken,tom wanted to lure out jumbo who looks like the big version of jerry without getting hurt,Tom thought the toy mouse was Jerry,tom wanted to catch jerry with the mousetrap
2870,S04E13,3425,3890,Why did Tom look shocked?,0,Tom saw something flying towards him.,Tom heard Jerry snoring and saw Jerry on the bed.,Tom was holding a crab.,Tom was getting pulled by Jerry.,tom found nothing in tom's hands 
4293,S06E11,5460,5600,Why did Tom reach his hand into the mouse hole?,0,Tom was trying to grab Jerry.,Tom wanted to test the mouse trap,Tom did not want Jerry to leave the mousehole., Toms hand was in pain.,Tom was gesturing for a handshake.
2499,S04E01,1903,2009,Why did Jerry pull the Indian mouse?,0,Jerry wanted to pull the indian mouse out of Spike's mouth.,Jerry was being chased by Tom.,Jerry wanted to create a diversion for Mechano.,Jerry was attracted to the toy mouse,Jerry and the bird wanted to stop the hose with a mouse trap.
3682,S05E13,2355,2805,Why was Jerry walking around the pillars?,0,Jerry was walking away from Tom's hands.,Jerry wanted to make the pole spin,Jerry wanted to use the pillar to hit Tom to cause the statue head to fall off Tom.,Tom was chasing Jerry.,Jerry wanted to get to a height above Tom.
2285,S03E19,2800,3155,Why did Mammy Two Shoes turn on the switch?,3,Mammy Two Shoes heard the noise over the phone.,Mammy Two Shoes was trying to get Tom out of the blinds.,Mammy Two Shoes was chasing after Tom who ran down the stairs.,Mammy Two Shoes wanted to activate the mouse-catching Mechano.,Mammy Two Shoes was creeping up onto Tom quietly.
601,S01E17,6900,6977,Why did Jerry take the hammer from Tom?,4,Jerry wanted to use the hammer to pry the nail out of Spike's foot.,Tom caught Jerry.,Tom wanted to put Jerry on a plate as a dish.,Jerry ate the cake and went back to the hole.,Jerry wanted to hurt Tom
153,S01E05,1057,1169,why did jerry hold on to tom's whiskers?,2,tom was hiding jerry.,Tom wanted to trap Jerry on the blinds.,jerry tried to swing himself back out from tom's mouth by holding the whiskers,because there was a drop of milk dripping from tom's whisker,Jerry wanted Tom to release Quacker in his hand.
1226,S02E10,6260,6690,"Why did Butch rub his eyes, scream and knock his head?",1,Jerry had whacked Butch on the feet.,Butch was shocked.,Butch's fingers were swollen.,Butch read the newspaper about the heiress Toodles.,Butch was acting like a baby.
1367,S02E14,9020,9810,Why did Tom look around?,3,Tom heard noises beside tom.,Jerry started kissing Tom.,Tom realised that he took a bite of nothing.,Tom was trying to find Jerry.,Jerry brought out a huge stone
1612,S02E22,6154,6322,why did tom run?,0,because tom saw that the tree was going to fall,Tom was being chased by the tongs and shovel.,Tom was trying to catch the baby who was in the air with the pram.,Tom realised that he was pulling Spike instead of Jerry.,Tom was being chased by Spike.
2112,S03E13,2020,2185,Why did Jerry come out of his house?,2,Jerry got scared and wanted to run away from the doll,because jerry wanted to go south to keep himself safe,Jerry heard the loud crashing noises.,because jerry tricked tom,Jerry was chased by tom
1305,S02E12,7120,7600,Why did Topsy stick his feet out?,4,Tom hit Topsy's head to help Topsy swallow the sandwiches.,Topo wanted to bring Tom and Jerry around the city.,Topsy was confused.,Topo was shocked.,Topsy wanted to trip Tom over.
4126,S06E05,7163,7403,Why was Tom covering his head?,2,because tom wanted to hit jerry that was on tom's head and tom hit himself by mistake,Tom saw a lot of projectiles coming towards him,Tom was avoiding the flying corks.,Tom wanted to empty the water inside his ear.,Tom was trying to wipe the sweat off his head
3717,S05E14,3892,4091,why did tom bite his fingers,4,Tom was trying to ease the pain on his finger.,Tom was preparing to eat.,Tom did not want Jerry to drop the glass,tom was nervous,tom was scared
4094,S06E04,5737,5940,Why did Jerry and Tiny shake hands?,1,Jerry was thanking Tom.,Tiny was expressing his gratitude to Jerry.,Tom was expressing his gratitude to Jerry.,Jerry and Cuckoo were congratulating each other.,Jerry and Merlin were saying goodbye as Merlin was leaving.
522,S01E15,5000,6610,Why did Jerry's face turn red?,1,Jerry saw Eagle flying towards Jerry.,Jerry blew with all his might which caused his face to turn red.,Jerry found that he had been caught by a rope.,Jerry suddenly fell into a hole while walking.,Jerry realised that Tom was holding on to Jerry's tribal skirt.
2178,S03E15,4450,4800,Why was Tom smiling on the phone?,3,Tom was calling the mouse exterminator,Tom had thought of a plan to get Jerry from Eagle.,Tom saw that the baby duck was stuck.,Tom was calling Toots.,the box was moving and tom thought jerry was inside the box
4504,S06E19,4037,4338,Why did Jerry sneeze?,3,Jerry had water on his head,Jerry was in pain from the heat., Jerry was telling the woodpecker that Jerry was not its mother.,Jerry sneezed due to the pepper.,Jerry was too cold.
1148,S02E08,2058,2300,Why did Jerry jump into the jar of ink?,3,Jerry wanted to hide in the tub of flour.,Jerry wanted to eject blue ink from an ink pen into the bucket.,Jerry wanted to use the fountain pen to suck up the ink of the cat drawing.,Jerry was trying to hide from Tom.,Jerry wanted the vase to hit Tom on the head.
2928,S04E14,8685,9500,Why did Spike grab Tom by the neck?,1,Tom blew raspberries at Spike.,Spike wanted to hurt Tom.,Tom thought that Jerry was hiding under the bone.,Spike heard the bell ring.,Spike was forcing Tom to do multiple tasks to build the dog house.
2599,S04E04,4715,5475,Why did Jerry prepare a sandwich and ring the triangle?,0,Jerry wanted to trick Tom into eating the sandwich with the cook's hand.,Jerry was being sucked downwards and grabbed onto the plate for support.,Tom caught Jerry,To avoid falling down,Jerry wanted to use the tablecloth to pass the dessert.
1311,S02E12,9230,9600,Why did Jerry jump up and scream?,4,Jerry was surprised,Jerry saw Tom trapped Cuckoo inside the pot.,Jerry jumped up onto the bath towel.," The pistol ball bounced on Jerrys head, pushing him into the ground.",Jerry saw Tom running at a fast speed towards him.
3630,S05E11,5955,6325,Why did Tom hit Jerry?,4,jerry wanted to approach tom before jerry started barking,tom was going to catch jerry with a lasso,Tom wanted to appease the owner by throwing Jerry out of the building.,To taunt Tom,Tom was trying to show Lightning an example of hitting mice.
2367,S03E22,648,858,Why did Jerry go into the fridge?,0,Jerry was reaching into the fridge to steal food.,tom wanted mammy two shoes to open the fridge and find jerry,Jerry wanted to let a donkey come into the house.,Jerry wanted the ironing board to fall out and hit Tom.,Jerry heard Spike's scream.
1501,S02E19,1770,1973,Why did Jerry throw the rakes and shovel to the ground?,1,Jerry wanted to use the fence as a ladder.,Jerry wanted to block Tom's way.,Jerry was angry.,Jerry wanted to give the tiny bulldog the meat,Jerry wanted to hammer the wheels onto the podium.
16,S01E01,5015,5184,Why did Jerry look scared?,4,Jerry saw Tuffy.,Jerry saw Eagle flying towards Jerry.,Jerry suddenly fell into a hole while walking.,Jerry realised that Tom was holding on to Jerry's tribal skirt.,Tom was back to chasing Jerry
