qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
1142,S02E08,680,1090,Why did Jerry jump up?,0,Jerry did not expect to see Tom holding the string and cheese.,Jerry did not want to be caught by Tom.,Jerry knew that Tom was going to catch Jerry.,Jerry ran away as Jerry did not want to be caught by Tom.,Jerry wanted to stop Tom from making noise.
1143,S02E08,1044,1170,Why did Jerry pull Tom's foot?,0,Jerry saw Tom drop the iron towards Jerry and pulled Tom's foot so the iron would fall on Tom's foot instead.,Tom kicked Jerry so that Jerry would get the signal to start playing music,Tom wanted to get rid of Jerry so that Tom could rest.,Jerry wanted to escape Tom's grasp to avoid being eaten by Tom,Tom messed with Jerry before so Jerry kicked Tom off the car as revenge
1144,S02E08,1104,1360,Why was Tom chasing Jerry?,0,Tom wanted to catch Jerry to take revenge for Jerry causing the iron to fall on Tom's foot.,Tom was lazy and Tom did not want to catch Jerry.,Jerry was taunting Tom by bringing a first aid kit which made Tom angry at Jerry,Jerry wanted to release smoke around Tom to blind Tom.,Jerry wanted to jump on Tom's head to make Tom's nose get stuck inside Jerry's dustbin.
1145,S02E08,1170,1538,Why did the cuckoo bird come out of Tom's mouth?,2,Tom stopped chasing Cuckoo after seeing Cuckoo point a gun at Tom as Tom was afraid of being shot by the gun.,Cuckoo wanted to stop Tom from flying to save Jerry by taking off Tom's wings.,Tom slammed into the wall and caused the cuckoo clock to drop onto Tom's head.,Cuckoo wanted to save himself and Jerry from Tom by throwing Tom off the birdhouse using the weight.,Tom wanted to get back at Cuckoo for tangling Tom in the clothesline.
1146,S02E08,1539,1845,Why did Tom grab the fireplace bellows?,4,Tom was having fun bullying Jerry.,Tom wanted to unfreeze jerry with the heat from the fire,because Tom wanted to expose the fact to joan that jerry was not the white mouse ,"Tom could see Quacker and Jerry crawling under the carpet, and wanted to hit them once they exited the carpet.",Tom was chasing Jerry and wanted to use the fireplace bellows to suck and stop Jerry getting into the mouse hole.
1147,S02E08,1750,2080,Why did Jerry grab the plate?,4,Tom wanted to hurt jerry as Tom thought that jerry stole the milk,Jerry was trying to balance on the string above Tom in order to get away from Tom.,jerry got annoyed at Tom for catching Jerry and wanted to take revenge on Tom,because Tom realised that the previous barking sound is made by jerry and jerry wanted to deceive Tom,Jerry wanted to use the plate to hit Tom's head to get away from Tom.
1148,S02E08,2058,2300,Why did Jerry jump into the jar of ink?,0,Tom was chasing Jerry and Jerry jumped into the jar of ink quickly to avoid being seen by Tom.,Jerry wanted Tom to create blue ink mess on the wall by wiping the blue ink on the wall.,Tom was trying to catch Jerry so Jerry wanted to hide from Tom to avoid getting caught,Jerry wanted the sharp blow to cure Tom's amnesia.,Jerry wanted to hide in the tub of flour to escape from Tom who was chasing Jerry.
1149,S02E08,2250,2610,Why did Jerry dip his hand into the jar of ink?,0,Jerry wanted to test the ink on his hand after seeing his botTom half turn invisible.,Jerry was trying to get back up and did not want to lose balance and fall so Jerry put both hands out to try to balance,Jerry wanted Tom to create blue ink mess on the wall by wiping the blue ink on the wall.,jerry wanted to trap the cat drawing inside the ink bottle,Jerry wanted to groom his messy hair with his hands.
1150,S02E08,2058,2815,Why did Jerry jump into the jar of ink again?,3,Jerry wanted Tom to create blue ink mess on the wall by wiping the blue ink on the wall.,Jerry was taking the opportunity that the parents were gone to eat all he wants.,Jerry wanted to get out of the water and use the packet as a boat,Jerry realised that the jar of ink is invisible ink and wanted to turn his whole body invisible.,jerry wanted to trap the cat drawing inside the ink bottle
1151,S02E08,2610,3225,Why did the plate of pastries disappear?,2,Jerry sneezed and disappeared so that Tom wanted to find and eat Jerry.,The cook was punishing Tom and threatening Tom to catch Jerry in order to get dinner.,Jerry turned invisible after jumping into a jar of invisible ink and ate the whole plate of pastries.,Tom wanted to catch Jerry between the two pieces of bread to make a sandwich to eat.,Jerry kicked Tom and made Tom lose balance which caused Tom to drop all of the plates
1152,S02E08,3746,3833,Why was Tom outside Jerry's mousehole?,3,Tom wanted to wait and catch Jerry.,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Tom wanted to pretend that Tom was hardworking to catch Jerry in front of Mammy Two Shoes.,Tom wanted to lure Jerry out of the mousehole with cheese and use the iron to trap Jerry.,Tom was sneaking up on Jerry to catch Jerry off guard and stab Jerry
1153,S02E08,3746,4070,Why did Tom look shocked?,1,Tom did not expect to see Jerry in the room after trapping Jerry and blocking the door.,Tom did not understand how the cheese was being eaten as Tom did not see anyone nearby.,Tom did not expect to catch a crab instead of Jerry.,Tom did not expect that nibbles could escape from Tom's hands,Tom was afriad that the grandfather clock would crash to the floor and wake Spike up.
1154,S02E08,3999,4190,Why was Tom holding his foot?,0,Tom's foot was in pain as the iron dropped onto Tom's foot.,Tom's hand was in pain from hitting Jerry with the vase.,Tom was being playful as Tom was drunk and wanted to kick Mammy Two Shoes.,Tom was searching for the ground as he realised that he was hanging in the air.,Tom's head was in pain after slipping on an egg and slamming into the fridge.
1155,S02E08,4195,4395,Why did Tom run away?,2,Jerry sawed a hole under Tom's seat and caused Tom to fall.,Tom was worried that Jerry and the pup would be drowning in the flood so that Tom rushed out to save Jerry and the pup.,Tom was scared by the sudden electrical explosion and ran away for safety.,Tom was afraid of St. Bernard that Jerry was lying on.,"because jerry imitated spike to bark behind Tom, causing Tom to run away."
1156,S02E08,4195,4545,Why was Tom panting?,3,Tom saw the real captain falling off the edge of the ship as Tom had pushed the boarding ramp away.,"because Tom did not want any one of the light bulbs to fall and break and make any noises, which will wake Spike up.",Tom was in pain because Tom kick the robot cat.,Tom was scared and tired from running away from the electrical explosion.,because Tom got scared when he heard a noise and wanted to run to hide.
1157,S02E08,4575,4775,Why did Tom rub his eyes?,2,Tom accidentally broke glass by throwing the cheese and he heard the sound of glass breaking.,Tom did not expect that Jerry still could conduct even Tom had stuffed Jerry into Tom's suit.,Tom could not believe that the milk bowl moved on its own.,Tom was scared of the fight going on with furnitures being thrown around.,Tom was shocked to see Jerry drinking the milk as Tom thought that Jerry was trapped.
1158,S02E08,4800,5248,Why did Tom check himself in the mirror?,3,Tom wanted to find and catch Jerry.,Tom's trap did not work and also caused Tom to lose his teeth so Tom smashed the mirror on the ground in anger,Tom wanted to take revenge on Jerry.,Tom wanted to check if Tom was sick as Tom was seeing things move on its own.,Tom wanted to find jerry so that he can kick jerry out
1159,S02E08,5620,5995,Why was Tom sweating?,1,Tom was in pain.,Tom was sweating from the heat of the fire at Tom's foot.,because there was fire on the toes of Tom,Tom was cold from being outside on a snowy night.,Tom had fallen into the sea and felt cold.
1160,S02E08,5620,6205,Why did Tom look shocked?,3,Tom was afriad that the grandfather clock would crash to the floor and wake Spike up.,Tom did not expect that nibbles could escape from Tom's hands,Tom did not expect to see Jerry in the room after trapping Jerry and blocking the door.,Tom did not expect that his foot would be on fire while Tom was sleeping.,Tom did not expect to catch a crab instead of Jerry.
1161,S02E08,5620,6365,Why did Tom put his foot into the fishbowl?,2,Tom wanted to prevent the goldfish from running away by trapping the goldfish under Tom's foot.,Tom reached inside to catch and eat the fish,Tom's foot was lit on fire by a matchstick so Tom used the fishbowl to extinguish the fire.,Tom was being rewarded with a fish for his performance.,Tom's foot was in pain as the iron dropped onto Tom's foot.
1162,S02E08,6380,6712,Why was Tom headless?,3,because jerry was dancing on Tom's head that annoyed Tom and Tom wanted to hit jerry but hit himself accidentally.,Tom shot while the gun was bended towards Tom's head after Tom had shoved the gun into the hole,Tom's head was in pain after slipping on an egg and slamming into the fridge.,The piano cover slammed onto Tom's head while Tom was checking why the piano was playing on its own.,Tom thought that Tom had swum in the sea and got water inside his ears.
1163,S02E08,6785,7065,Why was Tom smiling?,4,Tom thought that he finally caught a fish since something was pulling on his line,Jerry gave Tom an idea that could get the starfish off Tom's head,Tom was excited to throw a heavy ball on Muscles and Jerry.,Tom saw Jerry dive into the bowling ball and covered the holes thinking Jerry was trapped and that Tom had caught Jerry,Tom was delighted that he found Jerry and could catch Jerry.
1164,S02E08,6900,7385,Why did Tom grab a book?,1,Tom did not want to share the book with Jerry and wanted to keep the book all to himself.,Tom saw Jerry's shadow on the wall and wanted to use the book to hit and catch Jerry.,Tom was trying to not allow Jerry to read the book so that Jerry will become more curious.,Tom wanted Jerry to see the note and save Tom from the cold.,Jerry dropped the bulb to make a big sound that heard like a gunshot so that Tom thought that Tom was shot.
1165,S02E08,7612,8190,Why did Tom grab the flour?,1,Tom wanted to find Jerry in the picnic basket to catch Jerry.,Tom wanted to cover the floor with flour so that Tom could see Jerry's footprints.,Tom snatched the dust pan from Jerry to try to hit Jerry with the dustpan and hurt Jerry,Tom did not want to let Jerry eat the corn,Tom wanted to stop Jerry from dumping more ashes onto the ground.
1166,S02E08,8350,8615,Why did Tom pull the curtain?,0,"Tom was chasing Jerry's footprints and could not see Jerry, so Tom wanted to drape the curtain over Jerry to catch Jerry.",to make jerry run on the same spot and prevent jerry from escaping from Tom,Tom was scared of what was behind the curtain and wanted to use the gun to protect himself.,Tom wanted Jerry to hit the window and fall into the sea.,Tom was peeking into the house to look at what Jerry was doing.
1167,S02E08,8350,8795,Why did Tom grab the book?,3,Tom did not want to share the book with Jerry and wanted to keep the book all to himself.,Tom was angry from what Tom read in the diary ,Jerry dropped the bulb to make a big sound that heard like a gunshot so that Tom thought that Tom was shot.,Tom thought that he had caught Jerry in the curtain and used the book to repeatedly hit Jerry. ,Tom thought there was no ink in the pen as the ink did not come out when Jerry pulled the pen.
1168,S02E08,9000,9330,Why did Tom jump up?,0,Tom jumped up in pain as a golf club whacked Tom's rear.,Tom was in pain.,Tom was hit by the hot air that made Tom in pain,Tom was afraid of waking Spike up if Spike fell on the ground after being dragged by Tom.,Tom was hurt as Tom put his own tail into the hot pot.
1169,S02E08,9434,9910,Why did Spike hit Tom?,0,"Spike was hit by a golf club and Spike saw Tom holding the golf club, so Spike hit Tom to take revenge.",Tom wanted to knock Spike out and take the opportunity to get away from Spike.,Tom was running with Spike on Tom's back so Spike wanted to stun Tom to put Spike down.,Jerry tried to get Tom into trouble with Spike.,Tom wanted to appease Spike by removing the lump that was caused when Tom hit Spike.
1170,S02E09,690,1000,Why did Cuckoo jump up?,1,Cuckoo was afraid of being caught by Tom.,Cuckoo was shocked to see Tom was trying to smash Jerry.,Cuckoo wanted to save Jerry from Tom by tangling Tom in the clothesline.,Cuckoo wanted to stop Tom from chasing Cuckoo.,Cuckoo was scared and did not want to be caught by Tom.
1171,S02E09,900,1100,Why did Jerry run?,3,Jerry was afraid of Tom inflicting pain on Jerry.,Jerry was taking the opportunity when the cabinet was open to run away from Tom.,Tom's mouth was opened in front of Jerry so Jerry stopped to avoid being eaten,Tom was attempting to smash Jerry with the broom that Jerry wanted to run away from Tom.,Jerry did not want to be caught and hurt by Tom after Jerry hurt Tom by pressing the machine onto Tom.
1172,S02E09,1357,1552,Why did Jerry's heart beat out of his chest?,4,Jerry was walking and suddenly walked off a ledge without knowing which surprised Jerry,Jerry was exasperated from Quacker recognising that Tom was Quacker's mother despite Jerry showing pictures.,Jerry was relieved that he was safe from the fly swatter by hiding in the hole.,Jerry was angry to have been awoken and squashed by balls.,Jerry was nervous and afraid of Tom
1173,S02E09,1500,1880,Why did Cuckoo unlatch the base of the cage?,1,Cuckoo realised that Tom was about to chase and catch Cuckoo.,Cuckoo saw that Tom caught Jerry and Cuckoo wanted to save Jerry from Tom by hitting Tom with the base of the cage.,Cuckoo was afraid of being caught by Tom.,Cuckoo wanted to stop Tom from chasing Cuckoo.,Cuckoo was scared and did not want to be caught by Tom.
1174,S02E09,1880,2021,Why did Tom's mouth become longer?,3,Tom was surprised that Tom's tail was caught in the mousetrap instead of Jerry.,Tom was stunned to see Jerry in the house.,Tom ate the caster oil which made Tom want to vomit,Tom wanted to chase and inflict pain on Jerry.,Tom was excited to eat the desserts Jerry was throwing.
1175,S02E09,2021,2240,Why did Cuckoo lift up the base of the cage?,0,Cuckoo wanted to stop Tom from chasing Cuckoo.,Cuckoo saw that Tom caught Jerry and Cuckoo wanted to save Jerry from Tom by hitting Tom with the base of the cage.,Cuckoo was shocked to see Tom was trying to smash Jerry.,Cuckoo wanted to save Jerry from Tom by tangling Tom in the clothesline.,Cuckoo wanted to save himself and Jerry from Tom by putting wheels under the pole to make Tom slide and miss the birdhouse.
1176,S02E09,2251,2427,Why did Tom open his mouth?,1,Tom wanted to find and catch Jerry.,Tom wanted to eat Cuckoo.,Tom was imagining Jerry as different foods as Tom wanted to eat Jerry.,Tom wanted to eat Quacker as Quacker looked like a sandwich.,Tom was afraid of being caught that he ate the chicken
1177,S02E09,2540,2682,Why did Tom flap his arms fast?,3,Tom was flailing his arms in order to catch his balance and avoid falling into the swimming pool.,Tom could not swim and was drowning in the water.,Tom did not want to fall into the water.,Tom was flying behind Cuckoo in order to chase and catch Cuckoo.,Tom was scared of falling off the pole and getting hurt
1178,S02E09,2540,2800,Why was Tom hit by the potted plants?,1,Tom was poked by Jerry which caused Tom to jump up in pain.,The potted plants were hung on the wall and the crash on the wall made the potted plants fall on Tom.,Tom rushed in front of Tyke to prevent the Tomato from hitting Tyke by letting the Tomato hit Tom.,Tom was preventing the flower pot from breaking so that Mammy Two Shoes won't scold and punish Tom again,Tom was forced by Spike who was kicking Tom to fan sleeping Jerry by waving a leaf.
1179,S02E09,2800,3050,Why did Cuckoo's heart beat out of his chest?,4,Jerry and Cuckoo was faster than Tom and Cuckoo thought that Tom could not reach them.,Cuckoo was worried for Jerry's safety.,Cuckoo did not believe Jerry that Tom could fly.,Cuckoo was shocked to see Tom was trying to smash Jerry.,Cuckoo was nervous and afraid of Tom.
1180,S02E09,2883,3145,Why did Jerry jump and run?,0,Jerry was shocked that Cuckoo was caught by Tom and Jerry wanted to save Cuckoo.,Jerry did not want to be caught by Tom since Jerry hurt Tom.,Tom was chasing and trying to eat Jerry so Jerry was running to avoid getting caught and eaten by Tom,Tom and Butch were running after Jerry trying to catch Jerry so Jerry was running away to avoid getting caught,Jerry was running away as Jerry did not want to be eaten by Tom.
1181,S02E09,2800,3300,Why did Jerry insert Tom's tail into the blinds?,4,Jerry was trying to stop Tom from falling in love as Jerry did not want Tom to be hurt.,Jerry wanted to release Tom's tail and cause Tom to fall into the swimming pool.,because jerry wanted to trick Tom so that Tom would cut is own tail thinking it is jerry,Jerry wanted to save the woodpecker and help the woodpecker to escape Tom's body.,Jerry wanted to save Cuckoo from Tom.
1182,S02E09,3377,3550,Why did Cuckoo lift up Jerry?,3,Cuckoo wanted to ask jerry to climb up the birdhouse to get away from Tom,Tom added salt and pepper to Jerry that made Jerry sneeze nad fly to the cuckoo clock.,Cuckoo and Jerry were happy that they successfully got rid of Tom after Tom was hit by the train.,Tom was chasing Jerry and Cuckoo wanted to take Jerry away from Tom.,Cuckoo was concerned and wanted to save Jerry from falling.
1183,S02E09,3806,3960,Why did Cuckoo and Jerry shake hands?,3,Cuckoo wanted to ask jerry to climb up the birdhouse to get away from Tom,Jerry wanted to touch Tom who was extremely hot and scalded himself.,Jerry was trying to warn Cuckoo that Tom was flying around the birdhouse.,Cuckoo and Jerry thought that they successfully got rid of Tom.,Tom and Jerry agreed to make peace and share Tom's dinner.
1184,S02E09,4040,4400,Why did Tom open his mouth?,1,Tom wanted to find and catch Jerry.,Tom wanted to eat Cuckoo.,Tom wanted to eat Quacker as Quacker looked like a sandwich.,Tom was imagining Jerry as different foods as Tom wanted to eat Jerry.,Tom was afraid of being caught that he ate the chicken
1185,S02E09,4240,4460,Why did Jerry jump up and scream?,2,Jerry was shocked that jerry was going to be eaten by Tom,Jerry did not expect to see Tom holding the string and cheese.,Jerry was afraid that Tom would eat Cuckoo.,Jerry was surprised that the bowling balls rolled back towards Tom and jerry ,Jerry did not expect to see Tom after making Tom fall into the hole.
1186,S02E09,4240,4640,Why did Jerry grab a hammer?,3,Jerry took the hammer from Tom to slam the hammer down onto Tom's head and hurt Tom,Jerry wanted to inflict pain on Tom to stop Tom from trying to catch Jerry.,Jerry wanted to set Tom inside the hot air vent to melt Tom.,Cuckoo was inside Tom's mouth and Jerry wanted to save Cuckoo.,Jerry wanted to take Tom's hammer to hit Tom's foot.
1187,S02E09,4660,4880,Why did Tom jump?,0,Tom was in pain.,Tom was afraid of waking Spike up if Spike fell on the ground after being dragged by Tom.,Tom was shocked when he suddenly heard music.,"Tom lost his mind after seeing Jerry, a mouse, do a lion's roar.",Spike bit Tom's leg thinking that it was a bone.
1188,S02E09,4770,4919,Why was Tom stunned?,2,Tom thought that he was holding the fish but did not realise that the seal had taken the fish.,Tom saw the clock which meant Tom did not get enough time to ask for forgiveness.,Tom was stunned from the impact of the birdcage falling on Tom when Tom jumped and hit the birdcage.,Tom realised that Tom was flying in the air.,Tom realised that jerry had escaped from the string.
1189,S02E09,5096,5660,Why did Tom wave hand to Cuckoo?,4,Tom wanted to get back at Cuckoo for tangling Tom in the clothesline.,Cuckoo wanted to ask jerry to climb up the birdhouse to get away from Tom,Cuckoo wanted to save himself and Jerry from Tom by throwing Tom off the birdhouse using the weight.,Cuckoo wanted to stop Tom from flying to save Jerry by taking off Tom's wings.,Jerry and Cuckoo disguised themselves that Tom did not recognise Jerry and Cuckoo and greeted Cuckoo.
1190,S02E09,5660,5924,Why did Cuckoo hide himself?,4,Cuckoo was worried for Jerry's safety.,Cuckoo was shocked to see Tom was trying to smash Jerry.,Cuckoo did not believe Jerry that Tom could fly.,Cuckoo saw that Tom caught Jerry and Cuckoo wanted to save Jerry from Tom by hitting Tom with the base of the cage.,Cuckoo was afraid of being caught by Tom.
1191,S02E09,5924,6020,Why did Cuckoo stick his tongue out?,0,Jerry and Cuckoo was faster than Tom and Cuckoo thought that Tom could not reach them.,Cuckoo and Jerry were happy that they successfully got rid of Tom after Tom was hit by the train.,Cuckoo wanted Jerry to go to the birdhouse to escape Tom.,Cuckoo did not believe Jerry that Tom could fly.,Cuckoo was shocked to see Tom was trying to smash Jerry.
1192,S02E09,6268,6503,Why did Tom scream?,4,Jerry hurt Tom by biting Tom's finger so Tom shouted in pain,"Tom was angry after Jerry had caused Tom to fall into the fountain, and was determined to catch Jerry.","Jerry shut Tom's tail on the waffle maker, causing pain to Tom.",Tom was scared to see that his tail had became bare.,Tom got into the polar bear specimen head when Cuckoo sTomped on polar-bear specimen's head to bit Tom
1193,S02E09,6520,6700,Why did Tom stop chasing Cuckoo?,3,Cuckoo wanted to save himself and Jerry from Tom by throwing Tom off the birdhouse using the weight.,Jerry and Cuckoo disguised themselves that Tom did not recognise Jerry and Cuckoo and greeted Cuckoo.,Tom wanted to move backwards to see if the other cat was there.,Tom stopped chasing Cuckoo after seeing Cuckoo point a gun at Tom as Tom was afraid of being shot by the gun.,Tom slammed into the wall and caused the cuckoo clock to drop onto Tom's head.
1194,S02E09,6520,6955,Why did Tom back up?,3,Tom was afraid of St. Bernard that Jerry was lying on.,Butch was chasing Tom with a shotgun so Tom ran away to avoid getting hurt by Butch,Tom ran away to hide in the vase as he was scared.,Tom was afraid of being shot by the gun.,"Tom thought that Jerry was still in the car, and Jerry would not be able to follow Tom, hence Tom could get away from Jerry."
1195,S02E09,6955,7314,Why did Tom stumble?,4,Tom jumped in pain as jerry poked Tom using a fork,because Tom wanted to catch and attack jerry,Tom did not want others to see him as a bully for intentionally pushing Jerry into the hole.,Tom wanted to get back in the house so Tom jumped to try to get through the window,Jerry dropped the bulb to make a big sound that heard like a gunshot so that Tom thought that Tom was shot.
1196,S02E09,6955,7900,Why did Tom lie down?,4,"Tom grabbed the gun to shoot the robot cat but the shot came from another end, causing Tom to be shot again.","Tom was running and did not look front, causing him to get caught in a clothesline and fall down.",Tom wanted to fall asleep as Tom was sleepy,because Tom did not want joan to find that Tom was reading the newspaper,Tom thought that Tom was shot by the gun and was about to die.
1197,S02E09,7900,8400,Why did Cuckoo and Jerry dance together?,3,jerry was happy that Tom got kicked out of the house,Cuckoo wanted to ask jerry to climb up the birdhouse to get away from Tom,Jerry was happy that Tom was trapped on the record player.,Jerry and Cuckoo were delighted that they got rid of Tom.,Cuckoo wanted Jerry to go to the birdhouse to escape Tom.
1198,S02E09,8960,9270,Why was Tom smiling?,3,Tom thought that he finally caught a fish since something was pulling on his line,Tom was having fun surfing,Tom saw Jerry dive into the bowling ball and covered the holes thinking Jerry was trapped and that Tom had caught Jerry,Tom thought of an idea to take revenge on Jerry.,Tom was excited to throw a heavy ball on Muscles and Jerry.
1199,S02E09,9187,9424,Why did Tom tied Jerry?,3,Tom treated Jerry as the golf ball and wanted Jerry to fall into the hole to get score,Tom wanted to play tricks on Jerry after seeing Jerry carrying the piece of cheese.,Tom caught Jerry outside the mousehole and threw Jerry back.,Tom wanted to inflict pain on Jerry by crashing Jerry with the train.,Jerry wanted to jump on Tom's head to make Tom's nose get stuck inside Jerry's dustbin.
1200,S02E09,9450,10050,Why did Cuckoo grab the bowling ball?,0,Cuckoo wanted to stop Tom's train to save Jerry.,Cuckoo realised that Tom was about to chase and catch Cuckoo.,Jerry wanted to launch Tom up in the air and hurt Tom,Cuckoo was afraid of being caught by Tom.,Jerry wanted the sharp blow to cure Tom's amnesia.
1201,S02E09,9600,10100,Why did Tom fall into the hole?,4,Tom caught the ball to prevent the ball from hitting Jerry but the ball was too heavy and caused Tom to fall.,Tom wanted enlarge the hole to catch Jerry who was hiding in the hole.,Tom wanted to enter the hole to catch Jerry.,Tom blocked the air flow of the jetpack and fell down because of the gravity.,Cuckoo dropped the bowling and created a big hole in the railway where the train and Tom fell into.
1202,S02E09,7200,7565,Why did Tom picture his grave?,2,The tree that Quacker had axed fell onto Tom's head and knocked Tom into the ground,Tom was dejected that he would be kicked out of the house for failing to catch Jerry.,Tom thought that he had been killed after Cuckoo pointed a gun at Tom and Tom heard Jerry drop the light bulb.,Tom wanted to take a nap.,because Tom fell from the pipe in front of spike and tyke and was afraid of their anger.
1203,S02E10,660,1250,Why were there items thrown out of the house?,1,Tom wanted to find Jerry in the picnic basket to catch Jerry.,"Tom, Jerry and Spike were fighting.",Nibbles was unable to follow Jerry's teachings as Nibbles was bad at sword fighting.,The cats did not want to be caught and hurt by Spike.,Mammy Two Shoes was angry at Tom for splashing water and waking Mammy Two Shoes up.
1204,S02E10,815,895,Why did Jerry scream?,4,Jerry was amused by Toot hitting Tom with a hammer after Tom failed at flirting.,Jerry wanted to scare Tom by making Tom think that the dogs were coming after Tom.,Jerry thought of an idea to prank Tom.,Jerry was happy that Tom was being bullied and could not chase jerry anymore.,Jerry saw Tom being thrown towards Jerry.
1205,S02E10,815,1250,Why did Jerry run?,4,Tom pushed the fences to close the gaps and clamp Jerry''s tail to catch Jerry.,Jerry saw Tom and wanted to run away in order to avoid being caught by Tom.,Jerry ran away as Jerry did not want to be caught by Tom.,Tom's mouth was opened in front of Jerry so Jerry stopped to avoid being eaten,Jerry knew that Tom was going to hit and inflict pain on him.
1206,S02E10,895,1250,Why did Tom run?,1,Tom did not want to be chomped on and hurt by Spike.,Tom wanted to hit and inflict pain on Jerry using the pan.,Tom did not want to be hurt by Spike and wanted to get away.,Tom was scared and did not want to be hit and hurt by the tongs and shovel.,Tom wanted to find Jerry in Spike's picnic basket but did not want Spike to see and chase Tom.
1207,S02E10,895,1250,Why did Spike run?,1,Spike saw Tom chasing Jerry.,Spike wanted to hit and inflict pain on Tom using the bat.,Spike saw that Tom was about to be eaten by the dog.,Spike thought that Tom had stolen the bone.,Spike was looking out for Tom to protect his house from being destroyed by Tom again.
1208,S02E10,1065,1960,Why did Spike grab Tom and Jerry?,0,Spike wanted to stop the fighting and make peace.,"Jerry tried to stop Spike by standing in front of Spike, but Spike was asleep and did not see Jerry.",Spike wanted to take revenge on Tom for stabbing Spike's hand with a fork.,because jerry tried to stop spike and stood in front of spike,Jerry wanted to trigger Spike to get Spike to start running so that Spike would get caught in the yarn and damage the house items.
1209,S02E10,1345,1520,Why did Tom nod his head?,2,Tom was confused that Jerry disappeared.,"Tom was chasing Jerry and Jerry ran into the mousehole, causing Tom to crash into the wall.",Tom wanted to make peace with Jerry and Spike.,Tom wanted to hit Jerry but missed and ended up hitting himself.,because jerry was dancing on Tom's head that annoyed Tom and Tom wanted to hit jerry but hit himself accidentally.
1210,S02E10,1530,1720,Why did Jerry nod his head?,2,Jerry was sympathising Tom as Tom was sad and intended to commit suicide.,Jerry was curious after seeing Tom's happy reaction to a telegram.,Jerry wanted to make peace with Tom and Spike.,Jerry was annoyed that the cats were fighting for Jerry.,Jerry was feeling sorry for Tom as Tom fell down multiple times.
1211,S02E10,1960,2720,"Why were Tom, Jerry and Spike smiling?",0,"Tom, Jerry and Spike had agreed to make peace by signing a peace treaty.",Tom was happy that he outsmarted Jerry and could no longer be threatened by Jerry.,Tom and jerry were happy to have gotten rid of quacker,Jerry and Topsy wanted to be friendly with each other.,Tom and jerry were happy that they got rid of quacker
1212,S02E10,2770,3090,Why did Tom cover Jerry with the blanket?,3,Tom was sneaking up on Jerry to catch Jerry off guard and stab Jerry,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Jerry wanted to get rid of Tom so that Jerry could flirt with Tom's girlfriend.,Tom cared for Jerry and did not want Jerry to be cold while sleeping.,Tom wanted to wait and catch Jerry.
1213,S02E10,3120,3410,Why did Jerry help Spike close his mouth?,4,Jerry was afraid that Tom would eat Jerry.,Jerry wanted to wake Spike up.,"Jerry tried to stop Spike by standing in front of Spike, but Spike was asleep and did not see Jerry.",Jerry wanted to escape Tom's chasing as Jerry did not want to be caught and hurt by Tom.,Jerry cared for Tom and did not want Spike's snores to wake Tom up.
1214,S02E10,3430,3510,Why did Spike switch off the alarm?,0,Spike cared for Tom and Jerry and did not want the loud alarm to wake them up.,Spike heard the horn sounds made by Tom after Tom tripped over Jerry.,Tom was screaming in pain from being bitten by Spike and woke Spike up.,Tom was screaming and woke up Spike.,because spike heard shooting noises as Tom was firing at Jerry
1215,S02E10,3590,3920,Why did Spike tiptoe away?,4,Spike saw that Tom was about to be eaten by the dog.,Tom disguise Tyke as a chicken and pointed to another direction to fool Spike.,spike wanted to catch and bite Tom,Spike saw Tom chasing Jerry.,Spike wanted to prepare breakfast for Tom and Jerry before they woke up.
1216,S02E10,3640,3920,Why did Tom and Jerry have shocked expressions?,3,Tom did not expect to see Jerry in the room after trapping Jerry and blocking the door.,Jerry did not want to run into Tom's mouth and be eaten by Tom.,Tom thought that he had caught Jerry and did not expect Jerry to disappear.,Tom and Jerry woke up and realised that Spike was not there.,Tom was afriad that the grandfather clock would crash to the floor and wake Spike up.
1217,S02E10,3780,4185,Why did Tom and Jerry stick out their tongues?,4,Jerry wanted to save Quacker from being eaten by Tom.,Jerry wanted to show Tom that Jerry chose to be caught by Butch.,Jerry wanted to quieten Tom's hiccups so that Tom would not be heard and caught by Mammy Two Shoes.,Tom wanted to show to Toodles that Toodles should eat Jerry like Tom.,Tom and Jerry were delighted to have breakfast together.
1218,S02E10,4185,4320,Why was Jerry smiling?,0,Jerry was delighted at Tom's kindness of helping Jerry to sit down.,Jerry was amused when Tom wobbled after eating the jelly.,Jerry was amused to see Tom getting washed in the washing machine.,because Jerry found it amusing that Tom was shivering in fright from listening to the radio,Jerry and Quacker were glad to be away from Tom.
1219,S02E10,4320,4425,Why was Tom smiling?,1,Tom saw that Jerry fell into Tom's trap and was happy,Tom was delighted at Spike's kindness of helping Tom to sit down.,Tom was having fun surfing,Tom was happy that he caught Jerry ,Tom dug in his ears and cleared out his ears so Tom was happy that he could hear clearly again
1220,S02E10,4425,4555,Why was Spike smiling?,2,Spike was excited to beat Tom up.,Spike and Tyke were happy that they were going on a picnic.,Spike was delighted at Tom and Jerry's kindness.,Spike found it funny that Tom got kicked out of the house.,Jerry was unable to speak and was gesturing to Spike which Spike found it funny.
