qid,vid,Start Frame,End Frame,question,answer,a0,a1,a2,a3,a4
1969,S03E08,4100,4650,Why did Tom hide in the bush?,3,Tom was afraid of the thing in the huge case.,Tom wanted to ambush and spar with Tuffy.,Tom was trying to hide Tyke from Spike so Tom hide behind the door for Spike to run past.,Tom was scared and wanted to hide himself from the tribal face and arrows.,Tom was afraid of getting stung by the swarm of bees.
3897,S05E20,6295,6690,Why did Tom smile?,4,Tom and Jerry were good friends.,Tom had a mischievous plan to attack Quacker and Jerry by being invisible using the cream.,Tom was excited to hurt Jerry by tricking Jerry into drinking chemicals.,Tom was pleased that Topsy had listened to him and successfully caught Jerry.,Tom thought that he had successfully grabbed Jerry inside the mouse hole.
1400,S02E15,9334,9530,Why was Jerry lying on the table?,1,Jerry was afraid of being caught by Tom.,"Jerry had ran straight into a knife, causing him to fall and faint.",Jerry wanted to threaten Tom so Tom would not hurt Jerry,Jerry wanted to prevent the baby from crashing on the table to keep the baby safe.,to cause Tom to be electrocuted when Tom tried to catch jerry
3457,S05E05,7416,7569,why did george stand up,2,George did not want to touch the ground as George was scared of mice.,george thought he was kissing joan but realised that he was kissing Tom.,george was annoyed that Tom cut the newspaper that george was reading,george was shocked to see that the chicken had been eaten by somebody,"George saw a huge Jerry on the TV screen and got scared, hence hiding behind the blinds to escape."
4562,S06E21,3320,3489,Why was Jerry running?,1,Jerry ran away from the ball as he did not want to get hit by the ball.,Jerry was running to avoid getting hurt by Tom,Jerry was shocked that Cuckoo was caught by Tom and Jerry wanted to save Cuckoo.,Jerry was on the railway while the express train was running towards jerry so Jerry ran to avoid being crushed,because jerry got scared by the doll falling down
4503,S06E19,3860,4330,Why did Tom grab Jerry?,3,jerry felt that Tom was being unfair for not sharing the pie so Jerry attacked Tom,"Tom did not want Jerry to fall off the table and hit the ground, so Tom ran to catch Jerry with a pillow.",Jerry wanted to taunt Tom as Jerry knew that Tom would not dare to approach Jerry and the chicken.,Tom wanted to give Jerry to Toodles to eat.,Tom wanted to get back at Jerry for hurting Tom with the wooden cork.
4090,S06E04,4340,4900,Why did Tiny grab Tom's tail?,1,Tiny was trying to save Jerry who was blowing the whistle inside of Tom's mouth.,Tiny was angry at Tom and wanted to grab Tom and roll Tom away.,Tom wanted to save Jerry by catching Jerry with Tom's tail as Jerry was falling into Spike's mouth.,Jerry did not want to get hurt by falling to the ground and grabbed Tom's tail.,The nanny wanted to pull Tom out from underneath the table to put Tom into the cradle
4407,S06E15,6305,6524,Why did Tom close the door,2,Tom wanted Jerry to hit the window and fall into the sea.,Tom did not want to get hurt by jumbo,Tom did not want the dog to enter the house and save Jerry.,"Tom was chasing Jerry and the door closed just as Tom was running out, causing Tom to crash through the door.",Tom ran through the door in a hurry in order to get away from the scissors.
921,S02E01,4355,4470,Why did Jerry throw his hat to the ground?,1,Jerry wanted to make peace with Tom and Spike.,Jerry decided to take actions against Tom to get Tom to stop singing.,because Tom was sitting on jerry and jerry wanted to escape by poking Tom with the sharp pin.,Jerry thought of an idea to get Tom punished by Spike.,Jerry wanted to quieten Nibbles who Jerry felt was speaking too much.
4690,S06E26,6116,6322,Why did Tom fall down?,2,Jerry put a pillow under Tom's head which helped Tom fall asleep.,Tom thought that Tom was shot by the gun and was about to die.,Tom blocked the air flow of the jetpack and fell down because of the gravity.,"Tom was trying to move forward to strike Jerry, but the snowdrift under Tom's feet gave way and caused Tom to fall off the building. ",Tom caught a moving rocket in his mouth while trying to catch and eat Quacker.
1651,S02E24,1529,1774,Why did Tom release the lasso?,1,Tom did not want others to see him as a bully for intentionally pushing Jerry into the hole.,Tom was in pain as Jerry hit Tom in the face with a piece of prickly cactus,because Tom wanted to catch and attack jerry,Jerry did not want to be caught and eaten by Tom so Jerry pulled the lasso off to escape,Tom wanted to find and catch Jerry.
205,S01E06,8530,9164,why did Tom try to pounce on jerry?,2,Tom wanted to give Jerry to Toodles to eat.,Tom was hungry and wanted to catch and eat Jerry.,because Tom wanted to physically hurt jerry to take revenge.,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom ,Tom wanted to stop Jerry from conducting and continue Tom's conducting.
3017,S04E18,1079,1554,why did jerry come out of the mouse hole,3,because jerry did not want to be caught and hurt by Tom.,because Tom tricked jerry to eat the nut and used the magnet to attract jerry to catch jerry,Tom wanted to ambush and catch jerry when Jerry answers the door.,jerry wanted to join the cats to watch the video,Jerry wanted to check if it was safe for him to come out of the mousehole
3883,S05E19,7823,8240,Why did Tom break a brick?,2,Jerry wanted to break the pot Tom was in so that Tom would sink and drown in the tub of water.,"Tom was running towards Jerry and Jerry dodged, causing Tom to slide and crash into the wall.",Tom wanted to show Jerry that he was more powerful than Jerry by breaking a brick,Tom wanted to give Jerry a present and a cake.,Tom wanted to ask for forgiveness from Jerry.
429,S01E13,730,850,why did jerry look annoyed,2,Jerry was puzzled at Tom's friendly behaviour.,Jerry realised that he could not use a hook to challenge Tom.,because jerry was decorated as a gift for toots,Jerry was hiding in a metal can which started moving as it was attracted to the magnet inside Tom.,Jerry did not expect that Jerry was sleeping on an ant army instead of in the hammock.
1883,S03E05,8894,9248,Why did Jerry put Tom's tail under Tom's foot?,0,Jerry wanted to save the goldfish from Tom.,Jerry wanted to save Cuckoo from Tom.,Tom wanted to find real Jerry by pulling the tail because Jerry would shout.,jerry wanted to stop Tom from boarding the boat,because Tom wanted to grab the slice from jerry
188,S01E06,2012,2608,Why did Tom have hearts in his eyes?,2,Tom fell in love with the persian cat,Tom noticed Jerry came out and Tom did not want Jerry to know that Tom was already awake.,because Tom felt love at first sight towards Toots,Jerry punched Tom in the eye which made Tom's eye hurt and made Tom hold his eye in pain,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes
2665,S04E06,5595,5945,Why was Jerry tiptoeing?,1,Jerry saw Tom guarding the boarding ramp and blocking Jerry from the cheese.,Jerry was trying to obtain cheese without waking Tom up.,Jerry was confused why he was standing on the pan.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,Jerry was being quiet while leaving the mousehole as Jerry did not want to be caught by Tom.
3960,S05E22,8230,8465,Why was Tom smiling?,3,Tom saw that Jerry fell into Tom's trap and was happy,Jerry gave Tom an idea that could get the starfish off Tom's head,Tom was happy that he caught Jerry ,Tom was delighted that he managed to impress the owner by catching Jerry and did not get kicked out of the house.,Tom saw Jerry dive into the bowling ball and covered the holes thinking Jerry was trapped and that Tom had caught Jerry
2378,S03E22,4038,4278,Why did Tom blow Jerry?,1,Jerry wanted to spin Tom to cause Tom to crash to inflict pain on Tom.,Tom did not want Jerry to fall to the ground so Tom blew Jerry upwards to the cabinet.,Tom wanted to get rid of Jerry.,Tom wanted Jerry to massage Tom's back,Tom wanted to trap Jerry so that the cats could continue making noise.
2093,S03E12,4490,4980,Why was Tom smiling?,3,Tom was excited to finally shoot the baby duck.,Tom was happy that he caught Jerry ,Tom was excited to throw a heavy ball on Muscles and Jerry.,Tom was excited to fly to the birdhouse and catch Jerry and Cuckoo.,Tom saw that Jerry fell into Tom's trap and was happy
3880,S05E19,5557,5693,Why was Tom punching the punching bag?,1,Tom kept hitting the floor because Tom was frustrated that he could not stop Jerry leaving,Tom was punching the punching bag to get better at boxing,Tom wanted to take revenge for the glove hitting Tom and causing pain to Tom.,"Lightning had hit Tom with a bone and the large impact caused Tom's bones to break, causing Tom's body to lose shape.",Tom wanted the milk for himself and kicked the box to avoid Tom's milk being drunk by others
3990,S05E23,8300,8849,why did Tom make an angry expression,0,Tom realised that it was jerry controlled ants to disguise as notes,Jerry bit Tom's finger when Tom was trying to find Jerry inside the bowling ball which hurt him so Tom was angry,Jerry kept throwing down things and Tom had to catch all of it giving Tom trouble,Tom got thrown by Jerry into a cup and was humiliated by Jerry so Tom was angry,Tom did not want to share the pie with jerry
2206,S03E16,4755,4895,why did the kittens slide on the drawer,2,Tom wanted to fly outdoors with the kittens and release them from a height.,The kittens were afraid of getting hurt by Tom and wanted to get away from Tom.,because jerry was trying to run away from the kittens and pulled the drawer.,because the kittens wanted to grab Tom and push Tom up to hit the ceiling.,because Tom came over and the kittens wanted to behave well
182,S01E05,6720,6900,why did Tom look shocked?,4,Tom was surprised at Jerry's strength as Tom was pulled by Jerry to go through the mouse hole.,Tom did not expect to catch a crab instead of Jerry.,Tom was afriad that the grandfather clock would crash to the floor and wake Spike up.,Tom was afraid of angering Spike when Spike sees that Tyke is dirty.,Tom was afraid that jerry would be eaten by spike after Tom fell down from the clock
3217,S04E25,3136,3407,why did Tom hide behind the sofa,0,Tom was afraid of the bear and did not want the bear to see him.,Tom wanted to hide and ambush Jerry.,Tom wanted to ambush the kitten and catch it,Tom wanted to get rid of the bear and chase jerry,Tom was afraid of the thing in the huge case.
1800,S03E03,2350,2540,Why did Jerry jump up and scream?,0,Jerry did not expect to see Tom behind Jerry and Jerry was afraid of Tom.,Jerry did not expect a cat to ambush Jerry from behind while baring its fangs.,Jerry was shocked that Tom was not stuck in the record player.,Jerry was shocked to see himself covered in white and looking like a ghost.,Jerry was surprised that the bowling balls rolled back towards Tom and jerry 
4325,S06E12,7354,7690,why did Jerry grab a mallet,4,Jerry wanted to get inside Tom's mouth when Tom was screaming.,Jerry was trying to balance on the string above Tom in order to get away from Tom.,Jerry wanted to pretend to use the hammer to hit himself to threaten and frighten Tom.,jerry did not want to share the gift with Tom,Jerry wanted to hurt Tom using the mallet to escape from Tom.
1463,S02E18,1035,1370,Why did Tom bury and cover himself?,2,Tom thought that he had been killed after Cuckoo pointed a gun at Tom and Tom heard Jerry drop the light bulb.,Tom wanted Mammy Two Shoes to think that Tom was asleep as Mammy Two Shoes left the house.,Tom wanted to take a nap.,Tom thought that Tom was shot by the gun and was about to die.,Jerry put a pillow under Tom's head which helped Tom fall asleep.
3902,S05E20,7490,7920,Why did Tom turn on the lights?,0,Tom turned on the lights so that Tom could see Jerry in order to shoot Jerry.,Tom was in pain as Jerry used a sharp pin to prick Tom's rear.,because Tom was unable to catch jerry ,Tom realised that Tom was flying in the air.,Tom was hungry and wanted to catch and eat Jerry.
4694,S06E26,6586,6748,Why did Tom fall down?,1,Tom was annoyed that his fur came out while Tom was pulling his tail.,"Jerry poked Tom with a rod to stop Tom spinning, resulting in Tom falling to the ground.",Jerry put a pillow under Tom's head which helped Tom fall asleep.,Tom thought that Tom was shot by the gun and was about to die.,"Tom was trying to move forward to strike Jerry, but the snowdrift under Tom's feet gave way and caused Tom to fall off the building. "
2340,S03E21,1555,2270,Why did Tom wipe his sweat?,0,Tom was relieved that he was not hurt by Spike.,Jerry was relieved that he managed to save Tom and get rid of the shark.,Tom was afraid that he would sink after the brick broke the pot Tom was sitting on.,Tom was relieved that what he dreamt of was a nightmare and not real,Jerry was relieved that he got rid of Tom.
3800,S05E17,2015,2191,Why did Tom slam the plate of jelly on Jerry?,2,Jerry was taking revenge after Tom light Tom's butt on fire.,Tom wanted to hurt jerry as Tom thought that jerry stole the milk,Tom wanted to take the opportunity while Jerry was not looking to catch Jerry in the Jelly.,Jerry wanted Tom to stop singing so that Jerry can sleep in peace.,Jerry wanted to save Quacker from being eaten by Tom.
565,S01E16,9435,9780,Why did Tom climb the street lamp?,4,Tom did not want Spike to be awoken from the noise as Tom was scared of being hurt by Spike.,Tom wanted to trick jerry into thinking that Tom was not behind jerry ,Tom was scared of Spike who was chasing Tom and climbed up the tree to get away from Spike.,Tom was confident that spike would not come after Tom since spike's attention was on jerry,Tom knew that Spike and the dogs could not climb the lamp and could not hurt Tom.
422,S01E12,10220,10380,Why did the 3 cats run away?,2,the three cats did not want to wake spike up,The cats did not want to be caught and hurt by Spike.,The 3 cats did not want to be caught by the nanny.,The 3 cats saw Tom acting like a baby.,The kittens were afraid of getting hurt by Tom and wanted to get away from Tom.
1235,S02E10,8985,9475,Why did Jerry frown?,3,Jerry was angry that Tom gave his attention to the persian cat instead of to Jerry.,Jerry wanted to see if Tom was okay after being eaten by the shark.,because jerry was decorated as a gift for toots,Jerry was greedy and wanted more meat for himself.,Jerry realised that it was Tom who dropped Jerry on top of a marching ant army and caused Jerry to hit his head on the sprinkler.
3900,S05E20,6990,7550,Why was Tom chasing Jerry?,4,Jerry wanted to lead Tom towards the hole in the floor to make Tom fall.,Tom was shocked from Jerry's loud air horn.,Jerry fell in love with the female mouse and wanted to stay with the female mouse instead of Tom,Tom was occupied with looking at Toodles.,Tom wanted to catch Jerry to take revenge as Jerry had hit Tom.
3790,S05E16,7335,8380,Why did Tom light a fire?,4,"Tom wanted Jerry to think that the fire is real, for Jerry to escape through the fake fire exit and die.","Tom wanted to catch, cook and eat Quacker.",Tom wanted to cook and eat Quacker.,Tom wanted to use the fire to defrost his body.,Tom wanted the smoke to affect the bird's flying to get the bird to fly into Tom's mouth.
4918,S06E34,1687,1946,Why did Jerry hit Tom with a bone?,2,Jerry wanted to get inside Tom's mouth when Tom was screaming.,Tom had caught Jerry and wanted to make Jerry work for Tom as revenge.,Jerry wanted to hurt Tom and get revenge on Tom for flicking Jerry and making him fall,Jerry was taunting Tom by bringing a first aid kit which made Tom angry at Jerry,Tom wanted to mess with Jerry
831,S01E24,5018,5380,why was nibbles sucked through the straw,3,nibbles wanted to drink milk,Nibbles was being turned away from Jerry who believed that Nibbles would never make a good mouseketeer.,Tom drank a lot of red wine to stop hiccupping while nibbles was in Tom's sTomach,Tom wanted to catch nibbles,Nibbles wanted to use the cannon shoot at Tom to stop Tom who was fighting with Jerry.
1759,S03E01,8800,9400,Why did Tom open his eyes wide?,4,Tom expected a loud explosion from the explosive.,Tom loved drinking cream so Tom was both surprised and excited when Tom saw the cream that Jerry placed,Tom did not want to watch his owner get hurt by the lion so Tom covered his eyes,Tom realised that the firecracker was about to explode near Tom,Tom was shocked to see that the orchestra started to disappear.
3725,S05E14,5811,6178,why did Tom smile,0,Tom wanted to eat the steak,"Tom thought that by catching Jerry, Tom would finally be at peace.",Tom was going to backstab Butch and shoot Butch in order to have Jerry to himself.,Tom wanted to use the bomb to inflict pain on Butch.,Tom was happy to see the money that was for Tom.
4364,S06E14,2946,3165,Why did Jerry nod his head?,0,Jerry wanted to tell Nipper to let Jerry down into the house.,Jerry was annoyed that the cats were fighting for Jerry.,Jerry felt that his hat was not on his head anymore while Jerry left the hat on the toy,Jerry wanted Tom to open his mouth and shout so that the yellow ball would roll into Tom's mouth.,Jerry wanted to hurt Tom and run away.
4133,S06E05,9594,9942,Why did Tom feed Jerry?,2,Tom wanted to give Jerry to Toodles to eat.,Tom wanted jerry to come closer to Tom so that Tom could blow the cream onto jerry,Tom wanted to defrost and revive jerry,Tom was hungry and wanted to catch and eat Jerry.,Jerry wanted to approach Tom without getting noticed by Tom to scare Tom 
811,S01E23,9900,10215,Why did Tom look happy?,4,Tom was delighted that he managed to find Jerry.,Tom was happy that Tom could control Jerry's car with the controller.,Tom was happily handing over Jerry to George in the arm chair.,Tom was happy to finally be able to get rid of Jerry and escape Jerry's threats.,Tom and Jerry were good friends.
2040,S03E10,6900,7120,Why did Jerry try to drop a weight on Tom?,0,Jerry wanted the sharp blow to cure Tom's amnesia.,Tom wanted to give Jerry to Toodles to eat.,Jerry wanted to grab Tom to hide as the owner was back.,Tom wanted Jerry to massage Tom's back,Tom was hungry and wanted to catch and eat Jerry.
2387,S03E22,7300,7720,Why did Tom put the white mouse into the water?,4,Tom wanted to see if the mouse trap was broken or not since Tom was confused that it did not work on Jerry,Tom wanted to reach inside the mousehole to catch Jerry,Tom was too big to enter the mouse hole so he used his hand to search for jerry,Tom thought Jerry would walk into the hole and into Tom's mouth but Jerry let the toy mouse go first and Tom ate the toy mouse thinking it was Jerry,Tom saw previously that Jerry turned brown after going into water and Tom wanted to do the same for the white mouse.
585,S01E17,3109,3694,Why was Jerry tiptoeing?,3,Jerry was confused why he was standing on the pan.,Jerry did not want to wake Tom up.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,Jerry wanted to look at the book so Jerry tiptoed to the book to avoid catching Tom's attention to avoid being eaten by Tom,Jerry was being quiet while leaving the mousehole as Jerry did not want to be caught by Tom.
84,S01E02,12410,12626,Why was jerry smiling while covering his ears and eyes,1,Jerry was happy that Tom and Butch got kicked out of the house and Jerry was safe.,jerry was happy that his plan worked,Jerry was happy to see Tom.,Jerry was happy to be eating the delicious food.,Jerry thought that his hat was lost but in the end Jerry found it so Jerry was happy
1854,S03E04,9475,9990,Why did Tom and Butch look frantic?,4,"Tom and Butch realised that they have already found Jerry during the search, but overlooked him.",Tom and Butch were angry and wanted to join hands to get back at Jerry.,Tom and Butch were shocked as they thought they were kissing Toodles.,Butch wanted to show off to Tom that Jerry had chosen Butch over Tom.,Tom and Butch realised that Toodles had left with Jerry.
4937,S06E34,6165,6495,Why did Tom put the dynamite in the bone?,0,Tom wanted the tiny bulldog to eat the bone and get hurt by the dynamite.,Tom wanted to mess with Jerry, Tom wanted to hurt Jerry and the elephant by the explosion of the dynamite,Tom knew that Jerry was in the hole so Tom put a dynamite into the hole to try to blow Jerry up and hurt Jerry,Tom knew that Jerry was inside the hole and wanted to use the dynamite to blow up the hole to hurt Jerry.
4047,S06E02,8094,8954,Why was Tom pouting?,4,Tom wanted to hit and inflict pain on Jerry using the pan.,"Jerry shut Tom's tail on the waffle maker, causing pain to Tom.",because Tom did not want to get hurt by the tree falling,Tom wanted to save Jerry who pretended to be shot by the gun.,Tom was upset that Jerry caused Tom to crash into the stage and took Tom's place to sing.
3653,S05E12,3083,3301,Why did Tom's owner hit Tom with a pan?,2,Tom's owner shut the box on Tom's hand to stop Tom from throwing away more items,Tom snatched the dust pan from Jerry to try to hit Jerry with the dustpan and hurt Jerry,Tom's owner was punishing Tom for hitting the owner with a pan,"Tom wanted to catch, cook and eat Quacker.",Tom's owner saw Tom touching a gun but Tom's owner did not want Tom touching any guns
843,S01E24,8777,9025,why did Tom look surprised,0,Tom did not expect that nibbles could escape from Tom's hands,Tom did not expect that his foot would be on fire while Tom was sleeping.,Tom was afraid of the wall being messed up by the eggs.,Tom did not expect Jerry to spit food at Tom.,Tom did not expect himself to be kissing Spike instead of Toodles.
3915,S05E21,3058,3233,Why did the elephant jump?,0,The sound of the gunshot scared the elephant and made the elephant jump,The elephant got scared of Jerry and was using Tom to try to hit Jerry,The elephant saw a rhinoceros charge towards it and was scared of getting hurt,The elephant was scared of mice so it ran away when it saw Jerry in its trunk,The elephant is scared of mice so it got scared when it saw Jerry
1848,S03E04,7235,7715,Why was Butch chasing Tom?,3,Tom was jealous and wanted to inflict pain on Butch.,Tom and Butch wanted to catch Jerry for Mammy two shoes in order to be able to stay in the house.,Tom accidentally hit Butch on the head with a hammer and hurt Butch so Butch was angry at Tom,Butch wanted to get back at Tom for snapping Butch's mouth with a mousetrap.,Tom and Butch were jealous and wanted Toodles for themselves.
1355,S02E14,4800,5107,Why did Tom scream?,2,Tom was scared to see that his tail had became bare.,Tom was shouting in pain since the cover fell on Tom's foot,Tom was afraid of getting measles.,Tom woke up from a nightmare ,Jerry hurt Tom by biting Tom's finger so Tom shouted in pain
1112,S02E07,4130,4280,Why did Butch have a shocked expression?,1,Butch was in disbelief that Tom and Jerry were getting along.,Butch did not expect Tom to backstab him.,Butch was angry that Tom had interrupted Butch's time with Toodles.,Butch felt pain as the bath water Tom prepared was too hot for Butch.,"Butch was delighted that Jerry chose Butch over Tom, so Butch would not be kicked out of the house."
1191,S02E09,5924,6020,Why did Cuckoo stick his tongue out?,0,Jerry and Cuckoo was faster than Tom and Cuckoo thought that Tom could not reach them.,Cuckoo and Jerry were happy that they successfully got rid of Tom after Tom was hit by the train.,Cuckoo wanted Jerry to go to the birdhouse to escape Tom.,Cuckoo did not believe Jerry that Tom could fly.,Cuckoo was shocked to see Tom was trying to smash Jerry.
744,S01E21,8740,8930,Why did Eagle prepare a ring?,1,Eagle thought Eagle was kissing Tom and not Jerry.,Eagle knew that Tom wanted the mouse and wanted to impress Tom.,"Eagle was excited to get a kiss from Tom, whom Eagle was attracted to.",Eagle wanted to get rid of Tom in order to have Jerry all for himself.,Tom gave the plate to Eagle to chomp on after stealing Jerry that Eagle was about to eat.
4453,S06E17,5732,5995,Why did Jerry open his eyelids?,1,Jerry was scared of being eaten by the shark,Jerry wanted to stop himself falling asleep so that Jerry would not sleepwalk.,Jerry saw that Tom was about to hurt him so Jerry covered himself to brace himself,Jerry did not want to see Tom getting beaten up by Mammy Two Shoes.,Jerry was scared as he knew he was going to be eaten by Eagle.
951,S02E02,2120,2250,Why did Tom move behind Spike?,2,Spike was annoyed that Tom was not taking Spike seriously after Spike's warning.,Spike was angry that Tom had stolen the bone.,Tom did not want to be found and kicked out by Spike.,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back.",Tom could not stop himself in time while running and knocked into spike
3410,S05E04,2955,3188,Why was Jerry dancing?,1,Jerry pretended like he was skating to have fun,Jerry was delighted that he managed to escape Lightning.,Jerry was jumping to avoid getting hurt by Tom's axe,Jerry wanted to dodge Tom's hand that was chasing Jerry.,Jerry wanted to ensure that Quacker was safe from Tom.
759,S01E22,3381,3698,Why did Tom walk away?,1,Tom was afraid of being hit hy the broomstick so that Tom tried to hide himself from the broomstick,because Tom wanted to grab the utensils from Jerry from behind him,Tom was scared and did not want to be hit and hurt by the tongs and shovel.,Tom wanted to get away from the dog to avoid getting hurt by the dog.,Tom did not want Uncle Pecos to pluck out another of Tom's whisker and leave Tom being a cat without whiskers.
1325,S02E13,3900,4440,Why did Tom's eyes pop out?,2,Tom was shocked to see black clouds caused by the indian mouse covering and opening the toaster.,Tom was shocked that the door closed as he would be stuck outside.,Tom was shocked that he did not realise that he was using blue ink to wipe the wall.,Tom's finger was in pain from the mouse trap.,Tom noticed Jerry came out and Tom did not want Jerry to know that Tom was already awake.
1889,S03E05,9775,10402,Why did Jerry and the goldfish shake hands?,0,The goldfish and Jerry were delighted to get rid of Tom who had went to outer space.,Jerry was thankful that the lion helped Jerry to get rid of Tom by beating Tom up.,Jerry and the fish were scared of getting hurt by Tom,Cuckoo and Jerry were happy that they got rid of Tom.,Jerry wanted to check discretely if Tom was still outside.
3091,S04E20,6700,7480,Why did Quacker's eyes open wide?,2,Quacker did not want to be caught by Tom.,the easter egg broke on Tom's head so quacker hatched out,Quacker came to a realisation that Tom wanted to cook and eat Quacker.,Quacker was sad that he was separated from his family.,Quacker said goodbye to Jerry before committing suicide by sliding down Tom's throat to be eaten by Tom.
2072,S03E11,8600,8800,Why did Tom whack the hammock wrap?,2,Tom wanted to catch Jerry so that Tom could have dinner.,Tom wanted to get back at Jerry for flipping Tom over by throwing Jerry into the air.,Tom thought that it was Jerry in the hammock and Tom wanted to whack Jerry.,Jerry pulled Tom's whiskers that made the whisker come to one side of Tom's face.,Tom got tied up into the hammock and sheared into paper dolls by the lawn mower.
3277,S04E27,2700,3170,Why did Spike put a pot on Tom's head and hit Tom with a spatula?,1,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back.",Spike was annoyed at Tom for disrupting the barbecue and wanted to chase Tom away.,"because jerry was running around spike and dodged when Tom swung the axe, causing Spike to be hit.",Tom was running with Spike on Tom's back so Spike wanted to stun Tom to put Spike down.,Spike wanted to protect Jerry and inflict pain on Tom.
1285,S02E12,2185,2425,Why did Tom jump up and scream?,2,Tom was shocked to see Jerry lighting a large fire cracker under the sleeping Spike.,Jerry pushed the bear trap behind Tom and Tom sat on it so the bear trap snapped and hurt Tom,Tom was in shock that Topsy was making friends with Jerry instead of catching Jerry.,Tom did not want to get hurt by spike,"Jerry was attacking Tom with the board, causing Tom feel painful and jump up"
2267,S03E18,5550,5845,Why did Jerry look confused?,1,Jerry was shocked to see Butch holding an axe and realised that Jerry was about to be killed.,Spike did not come despite Jerry ringing the bell.,Jerry was scared that the woodpecker would bite him.,Jerry was delighted that Spike would be free and could protect Jerry.,Jerry was running and knocked into something so Jerry looked up to see what he knocked into
2710,S04E08,645,1201,why did jerry and tuffy open the taps?,0,Jerry and Tuffy filled the kitchen with water to play in the water,Jerry cared for Tuffy and did not want Tuffy to be hurt by falling into the hot soup.,Jerry wanted to continue the lessons with Tuffy so Jerry grabbed Tuffy to stop Tuffy from leaving the mouse hole.,Jerry and Tuffy were on their way to pluck a whisker from Tom without waking Tom up.,because jerry and tuffy did not want to get attacked by Tom
1467,S02E18,2260,2600,Why did Jerry unravel the fishing line?,3,Jerry wanted to tell Tom that he had brought Tom a glass of milk,Jerry wanted to frame Tom by tying the line to Spike's foot and causing Spike to get dragged into the water.,Jerry knew that Tom likes fish so Jerry brought the fish out to bait Tom into Tom's own trap,Jerry wanted Tom to fall into the sea.,Jerry saw Tom and Tom's owner going fishing and went with them to not be left out
1790,S03E02,7270,8070,Why did Jerry grab a screwdriver?,3,Jerry was trying to balance on the string above Tom in order to get away from Tom.,Jerry wanted to pretend to use the hammer to hit himself to threaten and frighten Tom.,Jerry wanted to push the podium with Tom out of the amphitheater.,Jerry wanted the screwdriver in the bone to be attracted to the magnet in Tom's mouth.,Cuckoo was inside Tom's mouth and Jerry wanted to save Cuckoo.
2394,S03E23,3062,3639,why was Tom walking angrily?,1,Tom did not want to share the pie with jerry,Tom thought that jerry stole his milk,Jerry kept throwing down things and Tom had to catch all of it giving Tom trouble,Jerry was spitting all the watermelon seeds onto Tom's head and woke Tom up,Tom got thrown by Jerry into a cup and was humiliated by Jerry so Tom was angry
1837,S03E04,4560,5200,Why did Jerry fold the newspaper?,2,Jerry did not want to be seen and captured by Tom.,Jerry wanted Butch to be attracted to Toodles in the newspaper.,Jerry wanted to send the newspaper to Butch by throwing the paper aeroplane that was made from the newspaper. ,Jerry was annoyed that he had to serve Tom food and wanted to hit Tom with the newspaper to inflict pain on Tom.,Jerry threw the newspaper on the floor because Jerry was angry that Tom kept trying to mess with Jerry
3025,S04E18,4562,4785,why did jerry pull spike's eyelid up,0,jerry wanted to come out of spike's mouth and return to the house to watch video,Jerry wanted Spike to stop moving and stop following the meat.,because jerry tried to stop spike and stood in front of spike,Jerry wanted Spike to stop moving and stop being tricked by Tom.,Jerry wanted to trigger Spike to get Spike to start running so that Spike would get caught in the yarn and damage the house items.
1401,S02E15,9623,9785,Why did Tuffy throw the pie at Tom?,2,Jerry wanted to save Quacker from being eaten by Tom.,Jerry wanted to provoke and annoy Tom by throwing a pie at Tom's face and running away.,Tuffy wanted to distract Tom in order to save Jerry.,Tuffy had resigned to his fate of being a messenger and did not want to bother sparring with Tom.,Tuffy hoped that Tom would receive the gift and put on the bell himself.
1819,S03E03,7963,8290,Why did Jerry stop running?,1,Jerry was afraid of Tom inflicting pain on Jerry.,Jerry thought that he had gotten rid of the balls and was safe.,Jerry wanted to ensure that Quacker was safe from Tom.,Jerry did not want to get hit by the car.,Jerry was scared of the pain from being hit.
3009,S04E17,7185,8420,Why does Tuffy look tattered?,0,Tuffy had sparred with Tom multiple times while delivering the love letters.,Tuffy was afraid of being beaten up by Tom like Jerry.,Tuffy was afraid of Tom so Tuffy wanted to use the hat to check if Tom was outside.,Tuffy wanted to act like a mouseketeer in the mirror.,Tuffy was shy from reading the contents of Jerry's love letter.
714,S01E20,9230,9720,Why did Tom scream?,1,"Tom was angry after Jerry had caused Tom to fall into the fountain, and was determined to catch Jerry.",Tom was in pain from the bees who entered the straw to bite Tom's mouth.,Jerry hurt Tom by biting Tom's finger so Tom shouted in pain,Tom was scared to see that his tail had became bare.,Tom was shouting in pain since the cover fell on Tom's foot
3303,S05E01,1756,2060,Why did Jerry throw the rakes and shovel to the ground?,3,Jerry wanted to feed the hungry bulldog,Jerry was too short to get onto the car so Jerry took the fence out to use as a ladder,Jerry wanted to push the podium with Tom out of the amphitheater.,Jerry wanted to make it harder for Tom to run so that Jerry could get away from Tom.,Jerry decided to take actions against Tom to get Tom to stop singing.
